Buy_CountI,Buy_CountN,Buy_I_Volume,Buy_N_Volume,Sell_CountI,Sell_CountN,Sell_I_Volume,Sell_N_Volume,bvol,cs,cs_id,eps,id,isin,l18,l30,mv,pc,pcc,pcp,pd1,pd2,pd3,pd4,pd5,pe,pf,pl,plc,plp,pmax,pmin,po1,po2,po3,po4,po5,py,qd1,qd2,qd3,qd4,qd5,qo1,qo2,qo3,qo4,qo5,time,tmax,tmin,tno,tval,tvol,z,zd1,zd2,zd3,zd4,zd5,zo1,zo2,zo3,zo4,zo5
17394,20,159015370,4610561,232287,171,162861487,764444,1,تولید محصولات کامپیوتری الکترونیکی و نوری,26,4427,60235881999727383,IRO1ACCO0001,آکو,آکو باتری ایرانیان,442683600000000,44180,-10,-0.02,44600,44590,44580,44560,44550,10,44510,44610,420,0.95,45300,42870,44620,44630,44640,44650,44660,44190,84598,3675,3708,5418,35559,49471,14500,3790,14320,21297,12:30:01,45510,42870,268769,7228679667360,163625931,10020000000,18,2,4,3,12,31,45,13,50,41
758,25,17951008,900000,99742,10,11849915,7001093,1,عرضه برق، گاز، بخار و آب گرم,40,2261,19239905145688600,IRO3MNJZ0001,منجیل,تولید نیروی برق سبز منجیل,70050000000000,23350,680,3,23350,23340,23320,23300,23250,10.3,23350,23350,680,3,23350,23350,0,0,0,0,0,22670,48010641,46900,12815,1822,31427,0,0,0,0,0,12:29:59,23350,21990,100937,440171036800,18851008,3000000000,4537,16,8,3,7,0,0,0,0,0
18988,57,46269518,3046602,8414,23,40607742,8708378,1,صندوق سرمایه‌گذاری قابل معامله,68,,34144395039913458,IRTKMOFD0001,عیار,صندوق طلای عیار مفید,3139542505000000,633611,-6874,-1.07,636320,636246,636211,636200,636150,,629670,636356,-4129,-0.64,638400,629500,636340,636356,636357,636360,636400,640485,50,372,4,112,200,4460,9229,2930,69256,3170,13:03:58,704533,576437,46068,32643241947396,51519352,4955000000,1,2,2,3,1,1,3,2,6,2
446,5,8386905,92000,20841,11,2477814,6001091,1,سیمان، آهک و گچ,53,2710,17038760170440118,IRO3MRCZ0001,سمهریز,صنعتی معدنی سیمان تجارت مهریز,67050000000000,26820,780,3,26820,26810,26800,26790,26750,9.9,26820,26820,780,3,26820,26820,0,0,0,0,0,26040,37244182,53758,9850,21187,5185,0,0,0,0,0,12:29:59,26820,25260,21390,227404232100,8478905,2500000000,4123,11,7,3,4,0,0,0,0,0
5002,42,4076524114,900957596,4956,40,3541498472,1435983238,1,بانک‌ها و موسسات اعتباری,57,454,778253364357513,IRO1BMLT0001,وبملت,بانک ملت,5120348000000000,1514,43,2.92,1515,1514,1513,1512,1511,3.3,1505,1515,44,2.99,1515,1492,1519,1520,1521,1527,1528,1471,1034566026,8859462,2926089,1620482,2773351,4177838,5000,39400,50000,9850,12:29:52,1515,1427,21072,7534561115198,4977481710,3382000000000,2439,77,30,34,36,7,1,1,1,1
3823,10,305693981,23523488,1179,10,129384241,199833228,1,بانک‌ها و موسسات اعتباری,57,813,9536587154100457,IRO1BPAS0001,وپاسار,بانک  پاسارگاد,4798122790580000,10220,-30,-0.29,10400,10390,10380,10370,10360,12.6,10240,10410,160,1.56,10530,9990,10410,10420,10430,10440,10450,10250,396457,158400,156212,366914,649449,48659,93141,415480,537180,794586,12:29:57,10550,9950,15190,3363238645440,329217469,469483639000,9,21,10,13,22,1,6,10,12,15
173,4,16000194,400000,12434,9,1399306,15000888,1,خودرو و ساخت قطعات,34,498,19492025284339283,IRO5GLPA0001,خگلپا,فنرسازی زر گلپایگان,7272000000000,4040,110,2.8,4040,4030,4020,4010,4000,8.1,4040,4040,110,2.8,4040,4040,0,0,0,0,0,3930,329845396,295881,84328,141559,321713,0,0,0,0,0,12:29:58,4040,3820,12778,66256783760,16400194,1800000000,7355,20,9,3,29,0,0,0,0,0
1488,9,226725491,64898482,8527,12,224779346,66844627,1,فلزات اساسی,27,643,20092044608974663,IRO3FLBZ0001,احیا,احیا استیل فولاد بافت,316284150000000,4930,140,2.92,4930,4920,4910,4900,4890,7.7,4930,4930,140,2.92,4930,4850,0,0,0,0,0,4790,106171068,1234745,68262,312952,224782,0,0,0,0,0,12:29:56,4930,4650,11594,1437451190150,291623973,64155000000,858,23,16,19,19,0,0,0,0,0
850,28,68770125,2760000,9278,6,21511643,50018482,1,محصولات شیمیایی,44,333,30714151942396396,IRO1TBAN0001,تابان,گروه پتروشیمی تابان فردا,4443000000000000,14810,430,2.99,14810,14800,14790,14780,14770,44.5,14810,14810,430,2.99,14810,14810,0,0,0,0,0,14380,1344073839,2031818,170256,169009,216740,0,0,0,0,0,12:30:01,14810,13950,10907,1059361151250,71530125,300000000000,9999,139,21,20,53,0,0,0,0,0
4756,11,16509134,136461,2821,15,15795002,850593,1,استخراج کانه‌های فلزی,13,9504,8175784894140974,IRO3PZAZ0001,فزر,پویا زرکان آق دره,1443960000000000,267400,7000,2.69,268200,268100,268000,267900,267800,28.1,268000,268200,7800,3,268200,260500,0,0,0,0,0,260400,5441816,97905,86994,31939,37715,0,0,0,0,0,12:29:59,268200,252600,10758,4451362145000,16645595,5400000000,3105,80,66,18,31,0,0,0,0,0
2637,24,231150819,139392429,1622,19,87072770,283470478,1,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,1816,7745894403636165,IRO1PNES0001,شپنا,پالایش نفت اصفهان,8492751244020000,13540,390,2.97,13540,13530,13520,13510,13500,7.5,13540,13540,390,2.97,13540,13390,18320,0,0,0,0,13150,87197177,91442,123320,355933,387865,160890,0,0,0,0,12:29:54,13540,12760,10754,5017117900570,370543248,627234213000,2091,18,13,15,24,3,0,0,0,0
2467,22,226878056,88213965,1014,27,98016642,217075379,1,محصولات شیمیایی,44,1879,20562694899904339,IRO1PRDZ0001,شپدیس,پتروشیمی پردیس,2950024110360000,12630,360,2.93,12630,12620,12610,12600,12590,6.7,12540,12630,360,2.93,12630,12430,0,0,0,0,0,12270,6103715,239018,263552,465963,187413,0,0,0,0,0,12:29:59,12630,11910,9968,3978793913380,315092021,233572772000,129,12,19,31,12,0,0,0,0,0
3373,16,228563218,197142191,2986,26,269049877,156655532,1,صندوق سرمایه‌گذاری قابل معامله,68,,31569200988534548,IRT3LABF0001,لبخند,صندوق س. لبخند فارابی-د,365844000000000,30487,39,0.13,30487,30486,30485,30484,30483,,30487,30488,40,0.13,30488,30487,30488,30489,30490,30491,30492,30448,356389206,2278525,2002601,2000000,2198031,70132661,1015214,1150781,1000000,1001000,13:03:53,31361,29535,9460,13565324148878,444950065,12000000000,112,9,5,1,5,333,4,9,1,2
3020,10,144027789,98585292,3880,27,153061063,89552018,1,صندوق سرمایه‌گذاری قابل معامله,68,,3846143218462419,IRT1AFRN0001,افران,صندوق س افرا نماد پایدار-ثابت,454712300000000,53245,58,0.11,53244,53243,53242,53241,53240,,53244,53244,57,0.11,53249,53244,53245,53246,53247,53248,53249,53187,251579280,1155530,1445146,1012111,1177991,4448493,1118929,1000000,1010000,2094097,13:03:47,54782,51592,9380,13072512316272,245518294,8540000000,209,18,8,3,12,24,5,1,2,12
3135,55,3103573,855586,1623,38,2945335,1013824,1,صندوق سرمایه‌گذاری قابل معامله,68,,46700660505281786,IRTKLOTF0001,طلا,صندوق س. کالای پارسیان,1307806520000000,1594886,-12809,-0.8,1599110,1599109,1599108,1599107,1599106,,1586000,1599865,-7830,-0.49,1603843,1586000,1599859,1599860,1599864,1599865,1599867,1607695,76,124,480,184,300,7113,46,10000,2818,1030,13:03:48,1768464,1446926,8930,6567343478933,4117750,820000000,2,3,5,2,3,1,1,1,3,2
1634,26,179994864,60582858,1916,19,104185536,136392186,1,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,2555,35366681030756042,IRO1PNBA0001,شبندر,پالایش نفت بندرعباس,5592990067665000,13650,380,2.86,13660,13650,13640,13630,13620,5.3,13600,13660,390,2.94,13660,13480,13740,13750,13760,13770,14990,13270,59992753,380379,162426,21428,105100,100000,100000,118200,70677,2009,12:29:28,13660,12880,8247,3284875174680,240577722,409742862100,1279,21,7,4,15,1,1,4,15,1
2656,15,14598282,661530,1227,19,14600029,659783,1,صندوق سرمایه‌گذاری قابل معامله,68,,32469128621155736,IRTKZARA0001,مثقال,صندوق س.کالای آگاه,545124000000000,181708,-1774,-0.97,182556,182555,182554,182553,182552,,180810,182590,-892,-0.49,183099,180600,182590,182697,182698,182699,182700,183482,114,3629,3181,3625,10,24026,300,2840,57899,4774,13:03:58,201830,165134,7984,2922150592522,16081548,3000000000,2,3,2,4,1,3,2,2,2,2
1850,8,183928525,8550142,967,5,190028667,2450000,1,صندوق سرمایه‌گذاری قابل معامله,68,,16240668736729756,IRTKYASS0001,یاس,صندوق س.کالای ترنج1,10406000000000,10406,406,4.06,10582,10581,10580,10579,10578,,10310,10590,590,5.9,10650,10290,10590,10591,10592,10593,10595,10000,134330,201000,147578,38625,2826,513245,4000,29865,9046,195000,13:03:57,11000,9000,7721,2049061885626,196910887,1000000000,2,3,9,4,1,6,1,1,2,2
2510,9,194806394,104149689,2497,15,196810472,102145611,1,صندوق سرمایه‌گذاری قابل معامله,68,,31039212000825988,IRT3AVNF0001,آوند,صندوق س. آوند مفید-د,512688250000000,29938,31,0.1,29937,29936,29935,29934,29933,,29937,29938,31,0.1,29940,29937,29938,29939,29940,29941,29942,29907,213992075,10296721,10299637,10005017,10220078,330657,2534642,509853,162741,6191447,13:03:52,30804,29010,7125,9251861709253,309037486,17125000000,148,28,20,11,19,1,28,25,11,19
2288,26,10401199,23148942,1235,40,11615049,21935092,1,صندوق سرمایه‌گذاری قابل معامله,68,,25559236668122210,IRTKROBA0001,کهربا,صندوق س. کالای کهربا,758520000000000,216720,-1017,-0.47,217099,217082,217008,217007,217006,,215250,217100,-637,-0.29,217499,214500,217100,217102,217105,217110,217111,217737,646,469,1100,60,7984,1201,4657,5148,2491,40,13:03:58,239510,195964,7012,7568499287316,34922952,3500000000,4,1,2,2,5,2,3,2,1,1
1966,18,286475712,381551035,2445,34,467214149,200812598,1,صندوق سرمایه‌گذاری قابل معامله,68,,61920683599787147,IRT3PSGF0001,پاسارگاد,صندوق س.درآمد ثابت پاسارگاد-د,539059500000000,17113,21,0.12,17113,17112,17111,17110,17109,,17114,17113,21,0.12,17116,17113,17114,17115,17116,17117,17118,17092,1010977482,5721170,5172572,5065136,5127000,33667168,4531842,5812568,1450762,1067970,13:03:52,17604,16580,6895,13475991445243,787453803,31500000000,16,14,8,6,3,5,22,12,5,5
2035,37,9132870,2606291,2427,10,5884840,5854321,1,صندوق سرمایه‌گذاری قابل معامله,68,,67675656072510693,IRT1PLSH0001,پالایش,صندوق پالایشی یکم-بخشی,757298956787280,571860,16213,2.92,572316,572315,572314,572313,572312,,569000,572316,16669,3,572316,565025,572316,574971,575504,576980,577589,555647,1401849,184,593,308,2,200,1146,2676,9,2500,12:29:52,572316,538978,6300,6713155502281,11739161,1324273348,376,6,7,2,1,1,4,2,1,1
2468,5,32104406,1012487,598,2,12043139,21073754,1,صندوق سرمایه‌گذاری قابل معامله,68,,53145304508578701,IRT1TMSK0001,تمشک,صندوق س تمشک نماد رشد-در صندوق,50964000000000,50964,-308,-0.6,50754,50751,50750,50749,50745,,52400,50751,-521,-1.02,52400,50682,50780,50888,50889,50900,50923,51272,190,6652,1120,216,3016,71608,10000,20796,19683,25793,13:03:34,52810,49734,6298,1732479065006,33994200,1000000000,1,1,3,2,10,1,1,1,1,2
2401,16,75624184,78703085,2308,26,105624312,48702957,1,صندوق سرمایه‌گذاری قابل معامله,68,,1438514795814416,IRT1YGHT0001,یاقوت,صندوق س یاقوت آگاه-ثابت,649964000000000,46426,58,0.13,46427,46426,46425,46424,46423,,46426,46427,59,0.13,46428,46426,46428,46429,46430,46431,46432,46368,1712372,304168075,10057701,10001040,10000000,25053772,1018453,1084123,1004445,1000649,13:03:49,47759,44977,6200,7214544858881,155397564,14000000000,44,353,22,14,10,34,5,6,7,3
1600,13,3419589590,389090698,1888,18,2687749177,1120931111,1,خودرو و ساخت قطعات,34,-49,65883838195688438,IRO1IKCO0001,خودرو,ایران‌ خودرو,1904863328524000,743,21,2.91,743,742,741,740,739,-15.2,743,743,21,2.91,743,742,745,748,750,751,0,722,996145874,12172410,732716,1574227,199542,100000,29257,3034750,617623,0,12:29:40,743,701,6041,2829769542515,3808680288,2563746068000,1367,25,7,20,12,1,1,4,5,0
1300,17,10510117,3506996,3079,10,10560169,3456944,1,صندوق سرمایه‌گذاری قابل معامله,68,,62235397452612911,IRT1DARA0001,دارا یکم,صندوق واسطه گری مالی یکم-سهام,334967210324636,569398,16475,2.98,569510,569505,569504,569503,569502,,569510,569510,16587,3,569510,565001,569999,570000,571111,571372,572222,552923,4346554,100,500,2017,150,100,500,100,50,100,12:29:32,569510,536336,5916,7981313867589,14017113,588283082,430,2,1,2,1,1,1,1,1,1
1638,3,217130062,4733210,943,3,215651580,6211692,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,81,57551382352708199,IRO5GSKS0001,غگز,صنایع غذایی سکه,9469407620000,3590,40,1.13,3580,3570,3560,3550,3540,44.3,3650,3590,40,1.13,3650,3470,3590,3600,3620,3630,3640,3550,100000,57000,60715,409378,571728,423600,186571,170000,618000,1542592,12:29:59,3650,3450,5770,796220924610,221863272,2637718000,1,1,3,5,2,2,5,2,3,15
1850,10,46803686,39507074,2493,24,45973824,40336936,1,صندوق سرمایه‌گذاری قابل معامله,68,,53251602435454519,IRT1FKNF0001,کیان,صندوق س. با درآمد ثابت کیان,496773000000000,110394,140,0.13,110394,110393,110392,110391,110390,,110394,110395,141,0.13,110395,110391,110395,110396,110397,110398,110399,110254,65905718,1008200,1000090,1000090,1066141,29340565,536041,505339,506189,509547,13:03:53,113561,106947,5708,9718403900848,88033618,4500000000,46,4,2,2,10,4,10,5,3,7
1579,14,858295336,104580000,1126,11,692273567,270601769,1,خودرو و ساخت قطعات,34,85,2589887561569709,IRO1ZMYD0001,خزامیا,زامیاد,154034864628450,1677,43,2.63,1683,1682,1681,1680,1679,19.7,1650,1683,49,3,1683,1640,1689,1699,1700,1701,1702,1634,125077418,240609,50000,1681774,200000,100000,100000,10000,3000,3000,12:28:24,1683,1585,5587,1614833501809,962875336,91851439850,238,7,1,7,1,1,1,1,1,1
962,2,28548860,2689503,3509,6,25398060,5840303,1,خودرو و ساخت قطعات,34,3513,13386281759834677,IRO3NEYZ0001,رانیز,کارخانجات رینگ اسپرت نورنی ریز,136010000000000,19430,510,2.7,19480,19470,19460,19450,19440,5.5,19380,19480,560,2.96,19480,19170,19580,19700,19730,19750,19800,18920,209276,13855,32979,3882,50364,1300,5187,102304,45675,50000,12:29:58,19480,18360,5551,607077642340,31238363,7000000000,6,8,6,5,8,1,2,3,22,1
1768,11,191912052,18601565,967,22,184360430,26153187,1,محصولات شیمیایی,44,1258,69446612239102459,IRO3KICZ0001,شکام,صنایع شیمیایی کیمیاگران امروز,183744000000000,10560,890,9.2,10560,10550,10540,10530,10510,8.4,10800,10560,890,9.2,11120,10480,10570,10590,10600,10610,10620,9670,116990,875522,151498,14610,31313,25000,75707,266100,451818,695000,12:30:00,11120,10480,5412,2222667443910,210513617,17400000000,2,6,4,2,2,1,1,3,5,3
1584,9,41803380,7823410,1802,9,42028769,7598021,1,صندوق سرمایه‌گذاری قابل معامله,68,,41927452991671109,IRT3TVAF0001,توان,صندوق س. اهرمی توان مفید-س,148055000000000,59222,2206,3.87,59296,59295,59293,59292,59287,,59000,59296,2280,4,59296,58479,59506,60067,60473,60532,60609,57016,5672958,28169,100,201210,3378,10000,1000,14260,10000,5000,12:29:59,59296,54736,5315,2938994553078,49626790,2500000000,636,5,1,5,2,1,1,7,1,1
1154,7,74363977,80136023,0,1,0,154500000,1,استخراج کانه‌های فلزی,13,0,35150770536114195,IRR1SADR0101,تاصیکوح,ح . سرمایه گذاری صدرتامین,602160000000000,25090,490,1.99,25330,25300,25260,25250,25240,0,25330,25000,400,1.63,25330,25000,0,0,0,0,0,24600,17172591,32875,2000,205795,100000,0,0,0,0,0,10:10:28,25330,23870,5215,3876417057320,154500000,24000000000,770,5,1,5,1,0,0,0,0,0
688,4,4899762,623004,3169,3,4822664,700102,1,انبوه‌سازی، املاک و مستغلات,70,823,21334155996394219,IRO3PRIZ0001,پاریز,پاریز شرق,90280000000000,45140,720,1.62,44800,44780,44750,44730,44700,54.8,45350,45150,730,1.64,45740,43860,45190,45200,45220,45250,45260,44420,20596,1890,5000,292,5664,37106,3307,103,3613,220,12:29:58,45750,43090,5127,249313877630,5522766,2000000000,4,2,1,2,3,6,4,1,7,3
1706,35,8252318,2810907,917,29,10236901,826324,1,صندوق سرمایه‌گذاری قابل معامله,68,,58514988269776425,IRTKGANJ0001,گنج,صندوق س. سیمای کاردان,559917500000000,193075,-1642,-0.84,194149,194118,194117,194115,194112,,193360,194158,-559,-0.29,194500,191142,194150,194157,194158,194179,194180,194717,10,110,10300,5730,520,17100,1230,289,7000,28484,13:03:57,214188,175246,4976,2241388503903,11608910,2900000000,1,2,3,6,2,2,1,1,1,2
727,14,250653350,144767743,1323,13,121159677,274261416,1,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,1249,51617145873056483,IRO1PTEH0001,شتران,پالایش نفت تهران,3875850000000000,5940,170,2.95,5940,5930,5920,5910,5900,4.8,5940,5940,170,2.95,5940,5880,0,0,0,0,0,5770,208363554,153503,192013,18272,664509,0,0,0,0,0,12:29:58,5940,5600,4733,2348498106730,395421093,652500000000,1263,25,8,4,15,0,0,0,0,0
1232,13,54885363,8358405,1340,5,52023778,11219990,1,صندوق سرمایه‌گذاری قابل معامله,68,,35831329532779850,IRT3NRJF0001,نارنج اهرم,ص.س. اهرمی نارنج-س,143680000000000,57472,2051,3.7,57637,57635,57634,57633,57600,,56490,57637,2216,4,57637,56490,57800,58300,58800,59300,59800,55421,15415037,18324,8155,700,219,4000,4250,4000,4000,4184,12:29:54,57637,53205,4675,3634738665167,63243768,2500000000,317,2,1,1,1,1,2,1,1,3
541,18,19212325,35037310,320,15,31717711,22531924,1,محصولات شیمیایی,44,3483,23441366113375722,IRO1PASN0001,پارسان,گسترش نفت و گاز پارسیان,4230630000000000,34820,1010,2.99,34820,34810,34800,34790,34770,10,34440,34820,1010,2.99,34820,34440,54000,0,0,0,0,33810,7117691,4000,21019,427,11288,56857,0,0,0,0,12:29:49,34820,32800,4664,1888815895080,54249635,121500000000,295,2,7,1,6,2,0,0,0,0
816,11,63940336,12960451,2019,16,65505343,11395444,1,صندوق سرمایه‌گذاری قابل معامله,68,,17914401175772326,IRT1AHRM0001,اهرم,صندوق س سهامی کاریزما- اهرمی,329334500000000,59879,2228,3.86,59957,59956,59955,59947,59940,,59500,59957,2306,4,59957,59260,60000,60077,60090,60095,60130,57651,35408399,62146,2017,100,2088,500,100,25,1450,2600,12:29:59,59957,55345,4663,4604776489090,76900787,5500000000,1054,8,2,1,2,1,1,1,4,2
1441,18,66377575,233547336,1873,26,171783139,128141772,1,صندوق سرمایه‌گذاری قابل معامله,68,,71843282162462661,IRT3KARF0001,کارا,صندوق س. کارا -د,567408500000000,36607,47,0.13,36607,36606,36605,36604,36603,,36607,36608,48,0.13,36608,36605,36608,36609,36610,36611,36612,36560,206551468,2000770,2007212,2000000,2028735,49929741,2008485,2051943,2000000,2035500,13:03:49,37656,35464,4653,11077559132180,302607224,15500000000,34,2,4,1,4,1,5,4,1,2
431,5,3479347586,683700000,1895,23,2239179891,1923867695,1,بانک‌ها و موسسات اعتباری,57,105,63917421733088077,IRO1BTEJ0001,وتجارت,بانک تجارت,1568334686190846,986,28,2.92,986,985,984,981,980,9.4,986,986,28,2.92,986,986,988,997,998,1000,1001,958,1368574032,379626,32569,1200000,3409099,450000,200000,800000,213141,24268,12:29:45,986,930,4520,4104764919796,4163047586,1590603130011,1494,8,2,1,12,1,1,2,1,1
1269,20,23175803,14269256,599,11,22202889,15242170,1,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,9661,48753732042176709,IRO1PNTB0001,شبریز,پالایش نفت تبریز,1669800000000000,55660,1620,3,55660,55650,55640,55630,55620,5.8,55660,55660,1620,3,55660,55490,0,0,0,0,0,54040,3292537,36582,20508,11768,37556,0,0,0,0,0,12:29:21,55660,52420,4493,2084158574840,37445059,30000000000,286,17,12,13,10,0,0,0,0,0
475,10,253183489,210077396,1894,14,436159431,27101454,1,محصولات شیمیایی,44,0,68629328102697289,IRR1PAKS0101,شپاکساح,ح . پاکسان,13554200000000,1342,-6,-0.45,1360,1355,1353,1352,1351,0,1321,1360,12,0.89,1388,1309,1365,1371,1373,1374,1376,1348,112312,103823,200000,1000000,1020000,75000,275000,100000,95000,120057,12:29:56,1388,1308,4282,621784371923,463260885,10100000000,3,2,1,1,2,1,1,1,1,3
843,45,63989074,68553472,511,23,13851646,118690900,1,شرکت‌های چند رشته‌ای صنعتی,39,1940,26014913469567886,IRO1GDIR0001,وغدیر,سرمایه‌گذاری‌غدیر(هلدینگ,4369680000000000,20230,580,2.95,20230,20220,20210,20200,20190,10.4,20230,20230,580,2.95,20230,20110,20240,20390,20990,27140,0,19650,6789614,75217,1000,8512,57692,501,9000,899,6172,0,12:28:56,20230,19070,4269,2680858678910,132542546,216000000000,75,4,2,3,17,1,5,1,2,0
436,5,821991791,18000000,2150,18,412021046,427970745,1,فلزات اساسی,27,518,46348559193224090,IRO1FOLD0001,فولاد,فولاد مبارکه اصفهان,5267070000000000,2722,79,2.99,2722,2721,2720,2719,2718,5.3,2722,2722,79,2.99,2722,2700,2738,2740,2748,2749,2750,2643,933863777,588787,62208,25586,601892,12000,10000,29476,230656,3000,12:29:58,2722,2564,4259,2286178973142,839991791,1935000000000,2302,14,9,4,12,1,1,2,5,1
1364,6,46576343,986764,825,4,42302905,5260202,1,صندوق سرمایه‌گذاری قابل معامله,68,,18156575395080321,IRTKSILV0001,سیلور,صندوق س.بازده نقره نوا,65320000000000,13064,-72,-0.55,13138,13137,13136,13135,13133,,12970,13138,2,0.02,13190,12936,13140,13145,13148,13150,13152,13136,23563,111677,129839,228174,97193,212339,234809,106000,286202,107584,13:03:51,14449,11823,4135,662909751684,50742505,5000000000,6,5,9,11,6,5,8,3,4,3
1186,5,50152313,2645275,830,7,42188025,10609563,1,استخراج زغال سنگ,10,1449,11326461864120062,IRO3KKTZ0001,کربن,کانی کربن طبس,27675000000000,11070,0,0,11000,10980,10970,10960,10950,7.6,11400,11010,-60,-0.54,11400,10800,11040,11060,11070,11100,11110,11070,240139,6550,8499,50000,120895,29781,108,281000,307500,53579,12:29:59,11400,10740,4082,584274345500,52797588,2500000000,6,2,3,1,5,1,1,3,4,3
606,1,25982540,5000,2915,4,19686246,6301294,1,زراعت و خدمات وابسته,1,531,31116454489395198,IRO1TDKO0001,تادیکو,س.کشت ودام صنایع لبنی تامین,118950000000000,7930,220,2.85,7940,7930,7920,7910,7900,14.9,7780,7940,230,2.98,7940,7780,7970,7990,8000,8020,8040,7710,936407,106707,42584,310548,159629,10898,647,1294,6971,1296,12:29:54,7940,7480,4024,205968762110,25987540,15000000000,55,19,10,3,15,13,1,2,13,2
1232,7,504167394,19226184,845,7,396265514,127128064,1,خودرو و ساخت قطعات,34,91,49270349234092953,IRO3IKDP0001,خاور,ایران خودرو دیزل,185925600000000,1666,43,2.65,1671,1669,1668,1667,1666,18.3,1655,1671,48,2.96,1671,1641,1684,1685,1729,1734,1736,1623,16488404,246020,27000,10000,23500,14000,47000,2890,13500,2500,12:29:59,1671,1575,4023,872050675626,523393578,111600000000,40,4,3,1,3,1,4,1,2,3
1208,11,58281747,6095882,733,7,60372009,4005620,1,صندوق سرمایه‌گذاری قابل معامله,68,,41483334879559487,IRTKNGHR0001,نقران,صندوق س.کالای کهربا1,73596000000000,12266,-68,-0.55,12370,12351,12350,12348,12343,,12200,12371,37,0.3,12420,12119,12371,12373,12375,12376,12377,12334,19613,706,91087,78321,1000,2600,30000,21900,4264,85268,13:03:56,13567,11101,4008,813273805476,66301132,6000000000,1,1,3,2,1,2,1,2,1,3
1021,32,38381056,125579565,1649,28,77931990,86028631,1,صندوق سرمایه‌گذاری قابل معامله,68,,10795723506538053,IRT1FIRO0001,فیروزا,صندوق ارمغان فیروزه آسیا-ثابت,383753750000000,90295,116,0.13,90295,90294,90293,90292,90291,,90295,90295,116,0.13,90296,90295,90296,90297,90298,90299,90300,90179,311507041,5054263,5036222,5001111,5000000,40601257,148797,100000,100000,101201,13:03:55,92884,87474,3847,14989864134538,166009370,4250000000,38,11,4,2,1,6,5,1,1,3
463,5,26959392,7515473,2989,5,20803851,13671014,1,سرمایه‌گذاری‌ها,56,451,2160777579058191,IRO1VFRZ0001,وفیروزه,گروه توسعه مالی فیروزه,96120000000000,5340,140,2.69,5350,5340,5330,5320,5310,11.8,5280,5350,150,2.88,5350,5220,5390,5420,5460,5480,5550,5200,4269750,94224,68214,46000,79700,750,1100,2040,18704,1101,12:29:46,5350,5050,3837,184201399560,34474865,18000000000,45,16,10,10,8,1,1,2,8,1
1431,5,145580553,46524691,547,16,77659617,114445627,1,حمل و نقل، انبارداری و ارتباطات,60,1478,60610861509165508,IRO1KSHJ0001,حکشتی,کشتیرانی جمهوری اسلامی ایران,1110120000000000,9570,270,2.9,9550,9540,9530,9520,9510,6.5,9540,9550,250,2.69,9570,9400,10000,0,0,0,0,9300,630359,186236,383990,436954,1074,507,0,0,0,0,12:29:58,9570,9030,3800,1838055118390,192105244,116000000000,9,14,10,6,2,1,0,0,0,0
479,40,1059912265,200000000,1119,10,103843331,1156068934,1,شرکت‌های چند رشته‌ای صنعتی,39,194,2400322364771558,IRO1TAMN0001,شستا,سرمایه گذاری تامین اجتماعی,5019289283008000,3068,89,2.99,3068,3067,3066,3065,3064,15.8,3068,3068,89,2.99,3068,3068,3105,3106,3107,3108,0,2979,1214641411,592756,575251,5000,5000,10000,5000,5000,139554,0,12:29:59,3068,2890,3782,3865410829020,1259912265,1636013456000,1908,6,8,1,1,2,1,1,14,0
558,22,64498332,18880619,1115,30,22967932,60411019,1,صندوق سرمایه‌گذاری قابل معامله,68,,20244389840999638,IRTKROSE0001,رز ترنج,صندوق س.کالای ترنج,168552000000000,28092,-246,-0.87,28249,28248,28247,28246,28245,,27910,28250,-88,-0.31,28309,27810,28250,28260,28261,28262,28263,28338,1050070,3001815,5000000,10000000,10001050,209113,1000000,1000000,2000000,2000000,13:03:54,31171,25505,3767,2371231503629,84408479,6000000000,8,3,1,1,3,2,1,1,1,1
780,2,13711996,740000,1888,5,8728342,5723654,1,محصولات شیمیایی,44,3275,58356374066358100,IRO1RVND0001,اروند,پتروشیمی اروند,647280000000000,53940,1520,2.9,53990,53980,53970,53950,53940,16.5,53900,53990,1570,3,53990,53000,0,0,0,0,0,52420,760583,4863,5681,5882,4393,0,0,0,0,0,12:29:56,53990,50850,3767,779580758900,14451996,12000000000,162,2,4,1,3,0,0,0,0,0
2019,14,10494095,2731766,801,6,5144450,8081411,1,صندوق سرمایه‌گذاری قابل معامله,68,,11427939669935844,IRT3SATF0001,اطلس,صندوق س.توسعه اطلس مفید-س,308494000000000,154247,4315,2.88,154429,154427,154426,154425,154424,,153000,154429,4497,3,154429,152162,0,0,0,0,0,149932,2777018,2584,2445,133137,656,0,0,0,0,0,12:29:49,154429,145435,3766,2040053311874,13225861,2000000000,793,8,4,47,3,0,0,0,0,0
