Buy_CountI,Buy_CountN,Buy_I_Volume,Buy_N_Volume,Sell_CountI,Sell_CountN,Sell_I_Volume,Sell_N_Volume,bvol,cs,cs_id,eps,id,isin,l18,l30,mv,pc,pcc,pcp,pd1,pd2,pd3,pd4,pd5,pe,pf,pl,plc,plp,pmax,pmin,po1,po2,po3,po4,po5,py,qd1,qd2,qd3,qd4,qd5,qo1,qo2,qo3,qo4,qo5,time,tmax,tmin,tno,tval,tvol,z,zd1,zd2,zd3,zd4,zd5,zo1,zo2,zo3,zo4,zo5
1,0,2113,0,2,0,2113,0,1,انبوه‌سازی، املاک و مستغلات,70,477,44729747359596032,IRO1SAHD0003,ثشاهد3,سرمایه‌ گذاری‌ شاهد,72151025640000,11470,330,2.96,11470,0,0,0,0,24,11470,11470,330,2.96,11470,11470,0,0,0,0,0,11140,927007,0,0,0,0,0,0,0,0,0,12:54:30,11470,11470,2,24236110,2113,6290412000,25,0,0,0,0,0,0,0,0,0
1,0,39531,0,2,0,39531,0,1,بانک‌ها و موسسات اعتباری,57,711,46061313900966647,IRO1NOVN0003,ونوین3,بانک‌اقتصادنوین,1120534809520000,3760,100,2.73,3760,0,0,0,0,5.3,3760,3760,100,2.73,3760,3760,0,0,0,0,0,3660,105400097,0,0,0,0,0,0,0,0,0,12:52:14,3760,3760,2,148636560,39531,298014577000,375,0,0,0,0,0,0,0,0,0
1,0,906,0,1,0,906,0,1,سرمایه‌گذاری‌ها,56,235,47752171067951591,IRO3PTPZ0003,وپایا3,سرمایه گذاری پایا تدبیرپارسا,23634000000000,1818,51,2.89,1818,0,0,0,0,7.7,1818,1818,51,2.89,1818,1818,0,0,0,0,0,1767,119149,0,0,0,0,0,0,0,0,0,12:56:42,1818,1818,2,3294216,1812,13000000000,3,0,0,0,0,0,0,0,0,0
1,0,58,0,1,0,58,0,1,تولید محصولات کامپیوتری الکترونیکی و نوری,26,678,48532473276927829,IRO3NIAZ0003,نیان3,نیان الکترونیک,43360212060000,3630,100,2.83,3630,0,0,0,0,5.4,3630,3630,100,2.83,3630,3630,0,0,0,0,0,3530,32432,0,0,0,0,0,0,0,0,0,12:56:19,3630,3630,2,653400,180,11944962000,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,3220,50037264990575889,IRO3GHPZ0003,غپآذر3,شیر پگاه آذربایجان شرقی,25290000000000,25290,730,2.97,25290,0,0,0,0,7.9,25290,25290,730,2.97,25290,25290,0,0,0,0,0,24560,11923,0,0,0,0,0,0,0,0,0,12:59:35,25290,25290,2,13858920,548,1000000000,3,0,0,0,0,0,0,0,0,0
0,2,0,38500000,0,1,0,38500000,1,عرضه برق، گاز، بخار و آب گرم,40,3838,50662386716328878,IRO3MPGZ0002,ومپنا2,مدیریت نیروگاهی ایرانیان مپنا,847800000000000,42390,1230,2.99,0,0,0,0,0,11,42390,42390,1230,2.99,42390,42390,0,0,0,0,0,41160,0,0,0,0,0,0,0,0,0,0,12:10:15,42394,39926,2,1632015000000,38500000,20000000000,0,0,0,0,0,0,0,0,0,0
1,0,1296,0,2,0,1296,0,1,سیمان، آهک و گچ,53,15662,51015648292270137,IRO1KHOC0003,سخوز3,سیمان خوزستان,139832000000000,99880,2530,2.6,99880,0,0,0,0,6.4,99880,99880,2530,2.6,99880,99880,0,0,0,0,0,97350,42704,0,0,0,0,0,0,0,0,0,12:53:15,99880,99880,2,129444480,1296,1400000000,3,0,0,0,0,0,0,0,0,0
1,0,4592,0,2,0,4592,0,1,فعالیت‌های کمکی به نهادهای مالی واسط,67,632,51436060154031280,IRO1KRDN0003,تکاردان3,تامین سرمایه کاردان,135700000000000,2714,66,2.49,2714,0,0,0,0,4.3,2714,2714,66,2.49,2714,2714,0,0,0,0,0,2648,26719,0,0,0,0,0,0,0,0,0,12:51:50,2714,2714,2,12462688,4592,50000000000,2,0,0,0,0,0,0,0,0,0
0,1,0,6700000,0,1,0,6700000,1,صندوق سرمایه‌گذاری قابل معامله,68,,52806889703092757,IRT3PAYF0002,پایا2,صندوق س.پایا قلک پویا-د,4000000000,1,-27854,-100,0,0,0,0,0,,1,1,-27854,-100,1,1,0,0,0,0,0,27855,0,0,0,0,0,0,0,0,0,0,10:32:39,1,1,2,6700000,6700000,4000000000,0,0,0,0,0,0,0,0,0,0
1,0,341,0,1,0,341,0,1,محصولات شیمیایی,44,9681,56573178103766122,IRO1PSHZ0003,شیراز3,پتروشیمی‌شیراز,1089819000000000,71230,2070,2.99,71230,0,0,0,0,7.4,71230,71230,2070,2.99,71230,71230,0,0,0,0,0,69160,152507,0,0,0,0,0,0,0,0,0,12:56:16,71230,71230,2,29346760,412,15300000000,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,محصولات شیمیایی,44,1772,59291155825353717,IRO1SHOY0003,شوینده3,مدیریت صنعت شوینده ت.ص.بهشهر,40070000000000,40070,1160,2.98,40070,0,0,0,0,22.6,40070,40070,1160,2.98,40070,40070,0,0,0,0,0,38910,145000,0,0,0,0,0,0,0,0,0,12:58:36,40070,40070,2,400700000,10000,1000000000,5,0,0,0,0,0,0,0,0,0
0,1,0,11800000,0,1,0,11800000,1,صندوق سرمایه‌گذاری قابل معامله,68,,61218005473404311,IRT3FKOF0002,آکورد2,صندوق س. آرمان آتی کوثر-د,800000000,1,-122999,-100,0,0,0,0,0,,1,1,-122999,-100,1,1,0,0,0,0,0,123000,0,0,0,0,0,0,0,0,0,0,10:20:40,1,1,2,11800000,11800000,800000000,0,0,0,0,0,0,0,0,0,0
1,0,176,0,2,0,176,0,1,قند و شکر,38,6371,63152922302510803,IRO3SUGZ0003,نیشکر3,توسعه نیشکر و  صنایع جانبی,760514076850000,66530,1930,2.99,66530,0,0,0,0,10.4,66530,66530,1930,2.99,66530,66530,0,0,0,0,0,64600,92124,0,0,0,0,0,0,0,0,0,12:51:41,66530,66530,2,11709280,176,11431145000,12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,محصولات شیمیایی,44,3744,64786897643913848,IRO1NORI0003,نوری3,پتروشیمی نوری,3633600000000000,37850,1100,2.99,37850,0,0,0,0,10.1,37850,37850,1100,2.99,37850,37850,0,0,0,0,0,36750,7564475,0,0,0,0,0,0,0,0,0,12:59:26,37850,37850,2,321725000,8500,96000000000,299,0,0,0,0,0,0,0,0,0
1,0,825,0,1,0,825,0,1,قند و شکر,38,924,66022385464112034,IRO3TSUP0003,قتربت3,قند تربت حیدریه,29801051490000,10490,90,0.87,0,0,0,0,0,11.4,10490,10490,90,0.87,10490,10490,10490,0,0,0,0,10400,0,0,0,0,0,13675,0,0,0,0,12:59:31,10490,10490,2,13899250,1325,2840901000,0,0,0,0,0,2,0,0,0,0
1,0,892,0,2,0,892,0,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,2530,67514388132260102,IRO3KCHZ0003,کوچین3,تولیدی کوچین,137997177800000,17540,510,2.99,17540,0,0,0,0,6.9,17540,17540,510,2.99,17540,17540,0,0,0,0,0,17030,582621,0,0,0,0,0,0,0,0,0,12:49:00,17540,17540,2,15645680,892,7867570000,26,0,0,0,0,0,0,0,0,0
0,1,0,1000000,0,1,0,1000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,67858991327059184,IRT3SSKF0002,کاریس2,صندوق س.سپند کاریزما-س,3200000000,1,-76264,-100,0,0,0,0,0,,1,1,-76264,-100,1,1,0,0,0,0,0,76265,0,0,0,0,0,0,0,0,0,0,12:20:51,1,1,2,1000000,1000000,3200000000,0,0,0,0,0,0,0,0,0,0
1,0,5000,0,1,0,5000,0,1,خودرو و ساخت قطعات,34,560,68115844277345930,IRO1BHMN0003,خبهمن3,گروه‌بهمن,363522510900000,2700,76,2.9,2700,0,0,0,0,4.8,2700,2700,76,2.9,2700,2700,0,0,0,0,0,2624,33030216,0,0,0,0,0,0,0,0,0,12:56:45,2700,2700,2,67500000,25000,134637967000,60,0,0,0,0,0,0,0,0,0
0,1,0,1000000,0,1,0,1000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,70766443960930830,IRT1BHIN0002,بهین رو2,صندوق س صنایع ویستا1-بخشی,1300000000,1,-18705,-99.99,0,0,0,0,0,,1,1,-18705,-99.99,1,1,0,0,0,0,0,18706,0,0,0,0,0,0,0,0,0,0,12:29:36,1,1,2,1000000,1000000,1300000000,0,0,0,0,0,0,0,0,0,0
0,1,0,11600000,0,1,0,11600000,1,صندوق سرمایه‌گذاری قابل معامله,68,,70814539916874907,IRT3OFRF0002,رابین2,صندوق س. توسعه افق رابین-د,1000000000,1,-27679,-100,0,0,0,0,0,,1,1,-27679,-100,1,1,0,0,0,0,0,27680,0,0,0,0,0,0,0,0,0,0,09:54:20,1,1,2,11600000,11600000,1000000000,0,0,0,0,0,0,0,0,0,0
0,2,0,15281378,0,2,0,15281378,1,صندوق سرمایه‌گذاری قابل معامله,68,,71523045480231681,IRT3FATF0004,اعتماد4,صندوق س.اعتماد آفرین پارسیان-د,553296000000000,138324,173,0.13,0,0,0,0,0,,138324,138324,173,0.13,138324,138324,0,0,0,0,0,138151,0,0,0,0,0,0,0,0,0,0,12:49:14,145058,131244,2,2113781330472,15281378,4000000000,0,0,0,0,0,0,0,0,0,0
1,0,5600,0,1,0,5600,0,1,سایر محصولات کانی غیرفلزی,54,-94,2190132536413193,IRO1SISH0003,کساپا3,سایپاشیشه,12851000000000,3620,100,2.84,3620,0,0,0,0,-38.5,3620,3620,100,2.84,3620,3620,0,0,0,0,0,3520,977183,0,0,0,0,0,0,0,0,0,12:48:39,3620,3620,1,20272000,5600,3550000000,6,0,0,0,0,0,0,0,0,0
1,0,200,0,1,0,200,0,1,زراعت و خدمات وابسته,1,6364,2440870352300457,IRO1KOSR0003,زکوثر3,سرمایه گذاری کشاورزی کوثر,242220000000000,88080,2490,2.91,88080,0,0,0,0,13.8,88080,88080,2490,2.91,88080,88080,0,0,0,0,0,85590,3050,0,0,0,0,0,0,0,0,0,12:45:14,88080,88080,1,17616000,200,2750000000,3,0,0,0,0,0,0,0,0,0
1,0,500,0,1,0,500,0,1,مواد و محصولات دارویی,43,1031,4132914516425563,IRO1DKSR0003,دکوثر3,داروسازی‌ کوثر,71400000000000,21000,610,2.99,21000,0,0,0,0,20.4,21000,21000,610,2.99,21000,21000,0,0,0,0,0,20390,445888,0,0,0,0,0,0,0,0,0,12:50:54,21000,21000,1,10500000,500,3400000000,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,1231,4430767093902520,IRO3MNOZ0003,غمینو3,شرکت صنایع غذایی مینو شرق,54880000000000,7840,220,2.89,7840,0,0,0,0,6.4,7840,7840,220,2.89,7840,7840,0,0,0,0,0,7620,1122932,0,0,0,0,0,0,0,0,0,12:57:45,7840,7840,1,39200000,5000,7000000000,16,0,0,0,0,0,0,0,0,0
1,0,2000,0,1,0,2000,0,1,محصولات چوبی,20,224,4759441092298585,IRO1FIBR0003,چفیبر3,تولید فیبر ایران,14292000000000,7940,190,2.45,7940,0,0,0,0,35.4,7940,7940,190,2.45,7940,7940,0,0,0,0,0,7750,615562,0,0,0,0,0,0,0,0,0,12:46:06,7940,7940,1,15880000,2000,1800000000,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,875,6157493805186307,IRO3SREP0003,اتکاسا3,بیمه اتکایی سامان,27500000000000,5500,160,3,5500,0,0,0,0,6.3,5500,5500,160,3,5500,5500,0,0,0,0,0,5340,155004,0,0,0,0,0,0,0,0,0,12:56:39,5500,5500,1,11187000,2034,5000000000,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,سرمایه‌گذاری‌ها,56,377,6246827588691775,IRO3ETLZ0003,اعتلا3,شرکت سرمایه گذاری اعتلاء البرز,18019600000000,2371,67,2.91,2371,0,0,0,0,6.3,2371,2371,67,2.91,2371,2371,0,0,0,0,0,2304,1209724,0,0,0,0,0,0,0,0,0,12:56:17,2371,2371,1,931803,393,7600000000,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,فلزات اساسی,27,93,6375951461729203,IRO1MDKO0003,میدکو3,توسعه معادن وص.معدنی خاورمیانه,1937200000000000,6680,180,2.77,6680,0,0,0,0,71.8,6680,6680,180,2.77,6680,6680,0,0,0,0,0,6500,225103294,0,0,0,0,0,0,0,0,0,12:58:03,6680,6680,1,6593160,987,290000000000,781,0,0,0,0,0,0,0,0,0
1,0,700,0,1,0,700,0,1,سرمایه‌گذاری‌ها,56,544,7332885540476145,IRO1IKHR0003,وخارزم3,سرمایه گذاری خوارزمی,660800000000000,8260,240,2.99,8260,0,0,0,0,15.2,8260,8260,240,2.99,8260,8260,0,0,0,0,0,8020,28165118,0,0,0,0,0,0,0,0,0,12:46:42,8260,8260,1,5782000,700,80000000000,113,0,0,0,0,0,0,0,0,0
0,1,0,24962550,0,1,0,24962550,1,صندوق سرمایه‌گذاری قابل معامله,68,,7907432614475432,IRT1ARGH0002,ارمغان2,ص سرمایه گذاری ارمغان ایرانیان,5000000000,1,-10271,-99.99,0,0,0,0,0,,1,1,-10271,-99.99,1,1,0,0,0,0,0,10272,0,0,0,0,0,0,0,0,0,0,10:45:04,1,1,1,24962550,24962550,5000000000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,رایانه و فعالیت‌های وابسته به آن,72,1478,8696001170891278,IRO3TOTZ0003,فن افزار3,توسعه فن افزار توسن,64740000000000,10790,310,2.96,10790,0,0,0,0,7.3,10790,10790,310,2.96,10790,10790,0,0,0,0,0,10480,580414,0,0,0,0,0,0,0,0,0,12:57:32,10790,10790,1,3571490,331,6000000000,12,0,0,0,0,0,0,0,0,0
0,1,0,25000,0,1,0,25000,1,صندوق سرمایه‌گذاری قابل معامله,68,,8890187633205068,IRT3BZBF0002,بازبیمه2,صندوق س.بخشی بازده صنایع1-ب,1000000000,1,-26316,-100,0,0,0,0,0,,1,1,-26316,-100,1,1,0,0,0,0,0,26317,0,0,0,0,0,0,0,0,0,0,12:22:34,1,1,1,25000,25000,1000000000,0,0,0,0,0,0,0,0,0,0
1,0,33,0,1,0,33,0,1,استخراج کانه‌های فلزی,13,870,9360656247065901,IRO3GZIZ0003,کگهر3,معدنی و صنعتی گهرزمین,1600200000000000,7620,210,2.83,7620,0,0,0,0,8.8,7620,7620,210,2.83,7620,7620,0,0,0,0,0,7410,4952493,0,0,0,0,0,0,0,0,0,12:49:26,7620,7620,1,251460,33,210000000000,34,0,0,0,0,0,0,0,0,0
1,0,5000,0,1,0,5000,0,1,سایر واسطه‌گری‌های مالی,58,335,9682986263857372,IRO1RSAP0003,ولساپا3,لیزینگ رایان‌ سایپا,20708595000000,1055,29,2.83,1055,0,0,0,0,3.1,1055,1055,29,2.83,1055,1055,0,0,0,0,0,1026,9909781,0,0,0,0,0,0,0,0,0,12:47:11,1055,1055,1,5275000,5000,19629000000,14,0,0,0,0,0,0,0,0,0
0,1,0,40000,0,1,0,40000,1,صندوق سرمایه‌گذاری قابل معامله,68,,10263462800402379,IRT3PAPF0002,پادا2,صندوق س.پاداش سرمایه پارس-س,50000000,1,-449239,-100,0,0,0,0,0,,1,1,-449239,-100,1,1,0,0,0,0,0,449240,0,0,0,0,0,0,0,0,0,0,09:00:50,1,1,1,40000,40000,50000000,0,0,0,0,0,0,0,0,0,0
0,1,0,3000000,0,1,0,3000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,10367678011039964,IRT1SDVI0002,تصمیم2,صندوق س با درآمد ثابت تصمیم,1000000000,1,-59995,-100,0,0,0,0,0,,1,1,-59995,-100,1,1,0,0,0,0,0,59996,0,0,0,0,0,0,0,0,0,0,11:09:29,1,1,1,3000000,3000000,1000000000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,2821,10404448989571389,IRO3RAVZ0003,غمایه3,شرکت خمیرمایه رضوی,59562360000000,23140,660,2.94,23140,0,0,0,0,8.2,23140,23140,660,2.94,23140,23140,0,0,0,0,0,22480,9181,0,0,0,0,0,0,0,0,0,12:59:36,23140,23140,1,9256000,400,2574000000,3,0,0,0,0,0,0,0,0,0
0,1,0,3571570,0,1,0,3571570,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,2729,10449841880471309,IRO3PGPZ0002,غگلپا2,شیر پاستوریزه پگاه گلپایگان,25735800000000,21810,630,2.97,0,0,0,0,0,8,21810,21810,630,2.97,21810,21810,0,0,0,0,0,21180,0,0,0,0,0,0,0,0,0,0,11:45:32,21815,20545,1,77895941700,3571570,1180000000,0,0,0,0,0,0,0,0,0,0
1,0,46479,0,1,0,46479,0,1,محصولات غذایی و آشامیدنی به جز قند و شکر,42,401,11208496839533934,IRO3SHHZ0003,غشهداب3,کشت و صنعت شهداب ناب خراسان,25646920000000,2294,65,2.92,2294,0,0,0,0,5.7,2294,2294,65,2.92,2294,2294,0,0,0,0,0,2229,7068631,0,0,0,0,0,0,0,0,0,12:51:52,2294,2294,1,106622826,46479,11180000000,12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,استخراج کانه‌های فلزی,13,1442,11749484356732328,IRO1OPAL0003,اپال3,فرآوری معدنی اپال کانی پارس,317200000000000,15860,440,2.85,15860,0,0,0,0,11,15860,15860,440,2.85,15860,15860,0,0,0,0,0,15420,9775,0,0,0,0,0,0,0,0,0,12:58:26,15860,15860,1,6344000,400,20000000000,2,0,0,0,0,0,0,0,0,0
1,0,1714,0,1,0,1714,0,1,فعالیت‌های کمکی به نهادهای مالی واسط,67,280,12032707169263308,IRO1BORS0003,بورس3,بورس اوراق بهادار تهران,166400000000000,5200,150,2.97,5200,0,0,0,0,18.6,5200,5200,150,2.97,5200,5200,0,0,0,0,0,5050,15072989,0,0,0,0,0,0,0,0,0,12:45:53,5200,5200,1,8912800,1714,32000000000,61,0,0,0,0,0,0,0,0,0
0,1,0,17000000,0,1,0,17000000,1,ماشین‌آلات و دستگاه‌های برقی,31,2731,13996848873783749,IRO3TNZF0002,نیروترانسفو2,کارخانجات تولیدی نیروترانسفو,73710000000000,24570,710,2.98,0,0,0,0,0,9,24570,24570,710,2.98,24570,24570,0,0,0,0,0,23860,0,0,0,0,0,0,0,0,0,0,11:29:54,24575,23145,1,417690000000,17000000,3000000000,0,0,0,0,0,0,0,0,0,0
1,0,2848,0,1,0,2848,0,1,سرمایه‌گذاری‌ها,56,146,14695212455209656,IRO3SLIM0003,سلیم3,سرمایه گذاری سلیم,25868661000000,1379,38,2.83,1379,0,0,0,0,9.4,1379,1379,38,2.83,1379,1379,0,0,0,0,0,1341,97152,0,0,0,0,0,0,0,0,0,12:49:21,1379,1379,1,3927392,2848,18759000000,1,0,0,0,0,0,0,0,0,0
1,0,2178,0,1,0,2178,0,1,فلزات اساسی,27,2578,14853297226665221,IRO1FSAZ0003,فسازان3,غلتک سازان سپاهان,91910000000000,13130,380,2.98,13130,0,0,0,0,5.1,13130,13130,380,2.98,13130,13130,0,0,0,0,0,12750,6360249,0,0,0,0,0,0,0,0,0,12:49:47,13130,13130,1,28597140,2178,7000000000,93,0,0,0,0,0,0,0,0,0
1,0,53583,0,1,0,53583,0,1,سرمایه‌گذاری‌ها,56,1251,15395217608228230,IRO1SPAH0003,وسپه3,سرمایه‌گذاری‌ سپه,340703000000000,6590,190,2.97,6590,0,0,0,0,5.3,6590,6590,190,2.97,6590,6590,0,0,0,0,0,6400,2007024,0,0,0,0,0,0,0,0,0,12:53:53,6590,6590,1,353111970,53583,51700000000,25,0,0,0,0,0,0,0,0,0
0,1,0,405194,0,1,0,405194,1,صندوق سرمایه‌گذاری قابل معامله,68,,19452192920639600,IRT1BLOT0002,بلوط2,صندوق س شکوه بامداد زاگرس-ثابت,1000000000,1,-10263,-99.99,0,0,0,0,0,,1,1,-10263,-99.99,1,1,0,0,0,0,0,10264,0,0,0,0,0,0,0,0,0,0,08:43:52,1,1,1,405194,405194,1000000000,0,0,0,0,0,0,0,0,0,0
1,0,3760,0,1,0,3760,0,1,فعالیت‌های کمکی به نهادهای مالی واسط,67,441,21492040057001953,IRO3FRBZ0003,فرابورس3,فرابورس ایران,112022000000000,7090,200,2.9,7090,0,0,0,0,16.1,7090,7090,200,2.9,7090,7090,0,0,0,0,0,6890,10870775,0,0,0,0,0,0,0,0,0,12:50:35,7090,7090,1,26658400,3760,15800000000,44,0,0,0,0,0,0,0,0,0
1,0,2000,0,1,0,2000,0,1,مواد و محصولات دارویی,43,739,21496274091613745,IRO3DPDZ0003,دتوزیع3,توزیع دارو پخش,193200000000000,6440,150,2.38,6440,0,0,0,0,8.7,6440,6440,150,2.38,6440,6440,0,0,0,0,0,6290,600045,0,0,0,0,0,0,0,0,0,12:45:57,6440,6440,1,12880000,2000,30000000000,30,0,0,0,0,0,0,0,0,0
0,1,0,100000000,0,2,0,100000000,1,فلزات اساسی,27,813,21838652300732742,IRO1SSCO0002,سیسکو2,فولاد سیرجان ایرانیان,710000000000000,5680,160,2.9,0,0,0,0,0,7,5680,5680,160,2.9,5680,5680,0,0,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,11:34:54,5680,5360,1,568000000000,100000000,125000000000,0,0,0,0,0,0,0,0,0,0
0,1,0,7500000,0,1,0,7500000,1,مواد و محصولات دارویی,43,2029,23094395247910963,IRO3PKSH0002,پخش2,پخش البرز,132900000000000,13290,380,2.94,0,0,0,0,0,6.6,13290,13290,380,2.94,13290,13290,0,0,0,0,0,12910,0,0,0,0,0,0,0,0,0,0,11:46:48,13297,12523,1,99675000000,7500000,10000000000,0,0,0,0,0,0,0,0,0,0
1,0,2699,0,1,0,2699,0,1,محصولات شیمیایی,44,1359,23505364492553137,IRO1SSIN0003,شیران3,س. صنایع‌شیمیایی‌ایران,626531311500000,11510,310,2.77,11510,0,0,0,0,8.5,11510,11510,310,2.77,11510,11510,0,0,0,0,0,11200,1805217,0,0,0,0,0,0,0,0,0,12:46:49,11510,11510,1,31065490,2699,54433650000,32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,خودرو و ساخت قطعات,34,4303,23596942373829013,IRO3KKHP0003,خکرمان3,سرمایه گذاری آرمان گستر پاریز,48000000000000,9600,270,2.89,9600,0,0,0,0,2.2,9600,9600,270,2.89,9600,9600,0,0,0,0,0,9330,77156,0,0,0,0,0,0,0,0,0,12:58:12,9600,9600,1,7680000,800,5000000000,5,0,0,0,0,0,0,0,0,0
1,0,790,0,1,0,790,0,1,خودرو و ساخت قطعات,34,130,24435936971070577,IRO1NMOH0003,خمحرکه3,نیرو محرکه,35551351800000,6200,180,2.99,6200,0,0,0,0,47.7,6200,6200,180,2.99,6200,6200,0,0,0,0,0,6020,365421,0,0,0,0,0,0,0,0,0,12:45:30,6200,6200,1,4898000,790,5734089000,5,0,0,0,0,0,0,0,0,0
0,1,0,10000000,0,1,0,10000000,1,شرکت‌های چند رشته‌ای صنعتی,39,1700,26212793770779783,IRO7NITP0002,گنگین2,گروه اقتصادی مالی نگین,329700000000000,15700,430,2.82,0,0,0,0,0,9.2,15700,15700,430,2.82,15700,15700,0,0,0,0,0,15270,0,0,0,0,0,0,0,0,0,0,10:37:45,15728,14812,1,157000000000,10000000,21000000000,0,0,0,0,0,0,0,0,0,0
0,1,0,8000000,0,1,0,8000000,1,محصولات شیمیایی,44,1968,26708768162093727,IRO1KTEK0002,کیمیاتک2,آریان کیمیا تک,271950000000000,18130,520,2.95,0,0,0,0,0,9.2,18130,18130,520,2.95,18130,18130,0,0,0,0,0,17610,0,0,0,0,0,0,0,0,0,0,11:49:48,18130,17090,1,145040000000,8000000,15000000000,0,0,0,0,0,0,0,0,0,0
1,0,60000,0,1,0,60000,0,1,هتل و رستوران,55,1002,27015508648223981,IRO3IMFZ0003,سمگا3,گروه سرمایه گذاری میراث فرهنگی,93750000000000,3750,90,2.46,3750,0,0,0,0,3.7,3750,3750,90,2.46,3750,3750,0,0,0,0,0,3660,9112732,0,0,0,0,0,0,0,0,0,12:48:27,3750,3750,1,225000000,60000,25000000000,35,0,0,0,0,0,0,0,0,0
0,1,0,3000000,0,1,0,3000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,27849713918268133,IRT3AKMF0002,آکام2,صندوق س. نوع دوم آکام-د,500000000,1,-10211,-99.99,0,0,0,0,0,,1,1,-10211,-99.99,1,1,0,0,0,0,0,10212,0,0,0,0,0,0,0,0,0,0,10:13:49,1,1,1,3000000,3000000,500000000,0,0,0,0,0,0,0,0,0,0
0,1,0,5000000,0,1,0,5000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,29823003612377000,IRT3BMNF0002,بمان2,صندوق س.بازده مانا-د,800000000,1,-21891,-100,0,0,0,0,0,,1,1,-21891,-100,1,1,0,0,0,0,0,21892,0,0,0,0,0,0,0,0,0,0,09:45:02,1,1,1,5000000,5000000,800000000,0,0,0,0,0,0,0,0,0,0
0,1,0,100000,0,1,0,100000,1,صندوق سرمایه‌گذاری قابل معامله,68,,30423700781527626,IRT3FATF0002,اعتماد2,صندوق س.اعتماد آفرین پارسیان-د,4000000000,1,-138150,-100,0,0,0,0,0,,1,1,-138150,-100,1,1,0,0,0,0,0,138151,0,0,0,0,0,0,0,0,0,0,09:37:34,1,1,1,100000,100000,4000000000,0,0,0,0,0,0,0,0,0,0
0,1,0,100000,0,1,0,100000,1,صندوق سرمایه‌گذاری قابل معامله,68,,30501058473529647,IRT1ANAR0002,انار2,صندوق س.انارنماد ارزش-درسهام,500000000,1,-39950,-100,0,0,0,0,0,,1,1,-39950,-100,1,1,0,0,0,0,0,39951,0,0,0,0,0,0,0,0,0,0,11:00:09,1,1,1,100000,100000,500000000,0,0,0,0,0,0,0,0,0,0
0,1,0,8800000,0,1,0,8800000,1,صندوق سرمایه‌گذاری قابل معامله,68,,30680369351400154,IRTKTAB10002,نقرفام2,صندوق س.کالای تابان تمدن1,2000000000,1,-9350,-99.99,0,0,0,0,0,,1,1,-9350,-99.99,1,1,0,0,0,0,0,9351,0,0,0,0,0,0,0,0,0,0,12:22:57,1,1,1,8800000,8800000,2000000000,0,0,0,0,0,0,0,0,0,0
0,1,0,9000000,0,1,0,9000000,1,استخراج زغال سنگ,10,1449,31815913798322104,IRO3KKTZ0002,کربن2,کانی کربن طبس,26850000000000,10740,-330,-2.98,0,0,0,0,0,7.4,10740,10740,-330,-2.98,10740,10740,0,0,0,0,0,11070,0,0,0,0,0,0,0,0,0,0,10:12:58,11402,10738,1,96660000000,9000000,2500000000,0,0,0,0,0,0,0,0,0,0
0,1,0,1000000,0,1,0,1000000,1,صندوق سرمایه‌گذاری قابل معامله,68,,33261575488879160,IRT1VBAZ0002,وبازار2,صندوق س شاخصی بازارآشنا,150000000,1,-56307,-100,0,0,0,0,0,,1,1,-56307,-100,1,1,0,0,0,0,0,56308,0,0,0,0,0,0,0,0,0,0,09:52:05,1,1,1,1000000,1000000,150000000,0,0,0,0,0,0,0,0,0,0
1,0,65,0,1,0,65,0,1,سایر واسطه‌گری‌های مالی,58,641,33398780841616972,IRO1LKAR0003,ولکار3,لیزینگ کارآفرین,14877000000000,5130,50,0.98,0,0,0,0,0,8,5130,5130,50,0.98,5130,5130,5130,0,0,0,0,5080,0,0,0,0,0,386,0,0,0,0,12:46:41,5130,5130,1,333450,65,2900000000,0,0,0,0,0,6,0,0,0,0
