<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضستا8054,ITM,43,1,36765000.00,127022000.00,1999,2.20,855,-18.96,855,-18.96,42,855,1040,26,1000,2200,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,150,255,8,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8054
ضهمن9031,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,2200,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9031
ضصاد9046,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1,75,0,0,1000,1200,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طصاد9046
ضجار8034,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,250,250,200,1000,1191,72,وتجارت,1012,2.95,1012,2.95,20260831,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجار8034
ضخود8054,ITM,56,4,20384000.00,25668000.00,5459,0.05,364,-2.93,364,-2.93,120,335,365,20,1000,380,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,1000,29,2,52,0,4,0,4,0,4044,0.00,0.00,0,0,OTM,طخود8054
ضخود9057,OTM,4914,19,355603000.00,2940412000.00,6325,187.37,72,-22.58,69,-25.81,200,62,71,385,1000,900,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9057
ضملي7068,ITM,1044,117,8095190148.00,28793673450.00,43276,-0.48,5656,1.33,5947,6.54,32,5820,5947,22,1371,15714,30,فملي,21150,2.97,21150,2.97,20260610,20260930,20,95,68,22,9.09,72,10.61,73,0.04,2607,695919600.00,2401992.00,5,24,OTM,طملي7068
ضستا7050,ITM,51,3,80650000.00,32527000.00,4260,0,1581,-2.59,1577,-2.83,10,1577,1779,10,1000,1400,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,82,10,2,2000,0,2,0,2,0,2575,0.00,0.00,0,0,OTM,طستا7050
ضذوب8032,OTM,0,0,0.00,0.00,2721,0,79,0,100,26.58,1000,66,0,0,1000,700,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,25,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8032
ضهرم8030,ITM,185,25,1866909000.00,10733515000.00,883,2.91,10091,-2.81,10200,-1.76,3,10000,10300,20,1000,56000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,5,7779,4009,5,23.90,4007,12.21,3629,175,110,4292296000.00,384694000.00,19,106,OTM,طهرم8030
ضهرم8032,OTM,452,41,2113091000.00,26271596000.00,1294,21.73,4675,-3.21,4470,-7.45,2,4411,4799,10,1000,68000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,10,20000,9000,2,14.04,13000,14.04,13000,0,34,232484000.00,52000000.00,2,4,ITM,طهرم8032
ضملت6024,ITM,3314508,7644,278239915000.00,5110246260000.00,5981410,5.56,84,16.67,76,5.56,3947,75,76,666,1000,1554,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,1000,72,71,810,14.52,71,4.84,65,111.25,181062,417032340000.00,18028586000.00,713,279188,OTM,طملت6024
ضجار6049,ITM,180078,486,22885675000.00,171707052000.00,1358392,0.79,127,-7.97,116,-15.94,3649,116,118,900,1000,941,9,وتجارت,1012,2.95,1012,2.95,20260818,20260909,500,32,12,63,41.67,34,29.17,31,1.01,26958,1285240000.00,77196000.00,6,2474,OTM,طجار6049
ضخود9055,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1,110,190,1000,1000,750,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9055
ضتاص7004,ITM,0,0,0.00,0.00,439,0,10220,0,10220,0,0,0,0,0,1000,11000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7004
ضتاص9021,ITM,0,0,0.00,0.00,30,0,10851,0,9999,-7.85,0,0,0,0,1000,22000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9021
ضستا7057,ITM,1668,19,1351903000.00,4932276000.00,50074,0,810,-2.06,811,-1.93,990,811,879,119,1000,2200,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,533,22,5,100,100,22,9.09,12,0,11058,5894000.00,25000.00,2,2,OTM,طستا7057
ضراز8005,ITM,0,0,0.00,0.00,779,0,9139,0,9139,0,100,1,0,0,1000,16000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8005
ضجار6035,ITM,121,2,87405000.00,122452000.00,13669,0,722,0.70,777,8.37,1008,665,776,163,1000,311,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,831,1,0,0,0,1,0,1,0,3560,0.00,0.00,0,0,OTM,طجار6035
ضجار8022,ITM,0,0,0.00,0.00,431091,0,705,0,690,-2.13,500,620,800,50,1000,391,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,217,6,1,2100,0,5,0,5,0,11342,0.00,0.00,0,0,OTM,طجار8022
ضجار8027,ITM,1388,15,698717000.00,1404656000.00,121821,0.01,503,3.93,500,3.31,400,447,500,601,1000,641,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8027
ضخود8059,ITM,94274,292,15070770000.00,62674126000.00,348746,2.56,160,-4.19,167,0,200,165,167,2181,1000,600,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,1000,60,1,270,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود8059
ضخود8061,ITM,245806,586,25262351000.00,170061195000.00,1124832,12.90,103,-0.96,102,-1.92,1418,102,104,2426,1000,700,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,1000,199,41,65,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود8061
ضخود9054,ITM,102,7,18564000.00,62031000.00,2292,4.18,182,-9.90,175,-13.37,510,139,175,5984,1000,700,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9054
ضجوا6012,OTM,151,4,182536000.00,4453141000.00,2339,4.51,1209,-9.23,1186,-10.96,230,1184,1207,211,1000,30000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260809,20260916,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا6012
ضجوا6014,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,38000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260826,20260916,0,0,111,9,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا6014
ضشنا6042,ITM,995,37,5989633000.00,12815600000.00,14750,-3.42,6020,1.24,6010,1.08,99,5508,6010,2,1000,6760,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,0,0,1,99,0,1,0,1,0,1,0.00,0.00,0,0,OTM,طشنا6042
ضتاص7011,ITM,0,0,0.00,0.00,10717,0,4077,0,4299,5.45,0,0,0,0,1000,20000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7011
ضسپا7024,ITM,0,0,0.00,0.00,240,0,220,0,220,0,1000,112,0,0,1000,380,51,خساپا,696,1.90,695,1.76,20260718,20261021,48,17,2,3000,-33.33,2,-33.33,2,4000,1025,691000000.00,2000000.00,2,1000,OTM,طسپا7024
ضستا6047,ITM,7152,44,7648040000.00,21148464000.00,71058,-2.96,1069,-2.91,1051,-4.54,1000,1060,1079,100,1000,1900,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,56590,1,0,0,0,1,0,1,0,166889,0.00,0.00,0,0,OTM,طستا6047
ضهمن7033,ITM,0,0,0.00,0.00,451,0,229,0,201,-12.23,9,222,0,0,1000,2400,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,1,0.00,0.00,0,0,OTM,طهمن7033
ضصاد7048,OTM,69216,150,4766605000.00,71285720000.00,274318,26.29,69,60.47,69,60.47,1051,67,69,121,1000,1200,44,وبصادر,1045,2.85,1046,2.95,20260826,20261014,0,0,66,20,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طصاد7048
ضخود7131,ITM,225978,744,51241393000.00,157544480000.00,2648819,-0.43,227,-2.99,225,-3.85,234,225,228,5,1000,500,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,5372,4,3,120108,0,4,0,4,1.60,1702414,93179831000.00,550642000.00,328,137160,OTM,طخود7131
ضجوا8007,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,30000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8007
ضملي7062,ITM,2,2,32904000.00,57993300.00,678,0,12000,3.60,13000,12.23,5,11112,13492,1,1371,9151,30,فملي,21150,2.97,21150,2.97,20260610,20260930,100,290,8,12,6.38,50,0,47,0,287,0.00,0.00,0,0,OTM,طملي7062
ضشنا6044,ITM,6533,175,29030512000.00,84145040000.00,146453,-1.58,4444,4.52,4459,4.87,100,4330,4459,55,1000,8260,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,78,8,5,2220,14.29,8,28.57,9,-2.78,13565,5692960000.00,3939000.00,14,442,OTM,طشنا6044
ضستا6050,ITM,119719,578,67287066000.00,333981322000.00,1439325,-2.70,562,-6.02,559,-6.52,10,560,561,100,1000,2400,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,169018,1,0,0,0,1,0,1,-3.42,1456124,1052922646000.00,357078000.00,716,356078,OTM,طستا6050
ضستا6054,OTM,4705541,9401,6014332000.00,13629312733000.00,6727453,-4.91,1,-80.0,1,-80.0,0,0,1,411782,1000,3250,2,شستا,2956,-2.05,2946,-2.39,20260815,20260902,600,280,279,20,18.64,280,16.53,275,16.40,85957,258687231000.00,25542466000.00,470,92845,ITM,طستا6054
ضهمن7032,ITM,1130,20,826773000.00,3075860000.00,17535,6.43,732,-6.51,789,0.77,1000,671,787,424,1000,2200,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,5,255,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن7032
ضصاد7038,ITM,899,10,510881000.00,938556000.00,2377,59.10,568,-12.48,575,-11.40,1000,500,699,2,1000,500,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7038
ضجار6037,ITM,0,0,0.00,0.00,13461,0,689,0,692,0.44,110,563,730,99,1000,351,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,0,0,0,0,-20,4,0,5,0,2300,0.00,0.00,0,0,OTM,طجار6037
ضخود7128,ITM,690,21,240691000.00,486979000.00,23247,1.47,349,-2.51,340,-5.03,93,340,367,1000,1000,380,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,1000,2,1,1100,0,10,0,10,0,4509,0.00,0.00,0,0,OTM,طخود7128
ضخود8058,ITM,15746,59,3164219000.00,11084298000.00,146897,-1.68,201,-2.90,203,-1.93,200,201,203,97,1000,550,58,خودرو,714,-2.19,717,-1.78,20260801,20261028,77,19,15,10,5.56,19,5.56,19,0,5415,16399000.00,437000.00,5,23,OTM,طخود8058
ضجوا6001,ITM,0,0,0.00,0.00,0,0,1,0,1,0,2,1150,0,0,1000,12000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6001
ضجوا8003,ITM,0,0,0.00,0.00,0,0,1,0,1,0,20,500,0,0,1000,22000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8003
ضتاص7012,ITM,0,0,0.00,0.00,4544,0,2510,0,2502,-0.32,0,0,0,0,1000,22000,30,تاصيكو,22180,0,22180,0,20260809,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7012
ضستا7062,OTM,129047,582,17859692000.00,370414519000.00,495572,1.42,138,-13.75,127,-20.62,188,127,129,144,1000,3250,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,150,665,88,33,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا7062
ضستا6053,OTM,7151661,15899,375497898000.00,20871999285000.00,5034437,20.26,53,-32.05,44,-43.59,6269,44,45,16667,1000,3000,2,شستا,2956,-2.05,2946,-2.39,20260815,20260902,5469,75,74,7187,13.85,74,13.85,74,23.84,2958438,15808402915000.00,401033227000.00,12210,5437301,ITM,طستا6053
ضراز1008,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,30000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1008
ضذوب6010,ITM,242,5,77440000.00,139150000.00,6161,-0.68,320,-3.03,330,0,113,315,0,0,1000,280,9,ذوب,575,2.86,575,2.86,20260613,20260909,500,2,0,0,0,1,0,1,0,500,0.00,0.00,0,0,OTM,طذوب6010
ضهمن7029,ITM,0,0,0.00,0.00,0,0,1,0,1,0,800,800,0,0,1000,1800,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن7029
ضهمن7031,ITM,0,0,0.00,0.00,1180,0,902,0,900,-0.22,100,300,989,14,1000,2000,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,8,188,12.5,9,12.5,9,-36.80,9035,14317720000.00,47728000.00,11,5260,OTM,طهمن7031
ضصاد7047,OTM,16623,34,2177027000.00,16733585000.00,31016,63.75,131,4.80,111,-11.20,45,95,118,1000,1000,1100,44,وبصادر,1045,2.85,1046,2.95,20260826,20261014,300,235,80,10,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طصاد7047
ضخود9049,ITM,0,0,0.00,0.00,1042,0,340,0,339,-0.29,3,290,360,258,1000,450,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9049
ضجوا6000,ITM,0,0,0.00,0.00,0,0,1,0,1,0,2,1150,0,0,1000,11000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6000
ضجوا6010,ITM,355,2,1441238000.00,10467885000.00,6950,-0.88,4060,-7.24,4059,-7.27,250,3978,4059,231,1000,26000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,150,500,1,100,75.93,380,0,216,0,276,0.00,0.00,0,0,OTM,طجوا6010
ضجوا8010,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1000,60,0,0,1000,42000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا8010
ضمخا7095,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,453,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7095
ضمخا9015,ITM,0,0,0.00,0.00,30,0,600,0,600,0,100,1,0,0,1000,600,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9015
ضملي7061,ITM,754,32,13419980031.00,21863474100.00,16102,-3.57,12982,5.79,13001,5.94,99,13001,13200,10,1371,8422,30,فملي,21150,2.97,21150,2.97,20260610,20260930,3,30,2,500,100,6,100,6,0,34,86989950.00,24678.00,1,3,OTM,طملي7061
ضملي7065,ITM,79,7,1093852350.00,2290735350.00,2854,-0.07,10099,6.28,10050,5.77,11,10115,10539,923,1371,11339,30,فملي,21150,2.97,21150,2.97,20260610,20260930,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي7065
ضتاص9020,ITM,0,0,0.00,0.00,1960,0,10021,0,9999,-0.22,0,0,0,0,1000,20000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص9020
ضهرم6040,ITM,72,7,2311500000.00,4183632000.00,27599,-0.26,32104,-2.73,32000,-3.05,30,31001,32898,5,1000,26000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,1000,19,13,730,44.44,13,44.44,13,-0.21,129247,15690510000.00,3510000.00,1,270,OTM,طهرم6040
ضصاد7039,ITM,103,5,51862000.00,107635000.00,6487,0,504,-5.97,458,-14.55,1100,459,540,450,1000,550,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7039
ضصاد9042,ITM,0,0,0.00,0.00,27,0,330,0,330,0,100,1,575,100,1000,800,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9042
ضصاد9045,OTM,2325,30,311290000.00,1358500000.00,1264,0,134,13300,147,14600,999,136,149,1,1000,1100,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طصاد9045
ضجار6048,ITM,76704,206,15153596000.00,70546520000.00,1352812,-0.17,198,-7.48,195,-8.88,10,195,200,5100,1000,841,9,وتجارت,1012,2.95,1012,2.95,20260818,20260909,1980,5,4,6000,25,5,25,5,13.48,159974,19350452000.00,95376000.00,39,19141,OTM,طجار6048
ضجوا6008,ITM,0,0,0.00,0.00,1612,0,7501,0,7501,0,25,6500,0,0,1000,22000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6008
ضمخا7097,ITM,0,0,0.00,0.00,12103,0,611,0,611,0,200,50,0,0,1000,553,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7097
ضمخا9016,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,650,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا9016
ضسپا6041,ITM,8306,20,2093812000.00,5780976000.00,274649,-0.21,252,2.02,251,1.62,600,243,250,1000,1000,450,16,خساپا,696,1.90,695,1.76,20260620,20260916,0,0,0,0,0,2,0,2,0,1104,0.00,0.00,0,0,OTM,طسپا6041
ضسپا7021,ITM,1862,6,762688000.00,1290366000.00,19329,0,410,2.50,409,2.25,10,300,409,100,1000,320,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7021
ضسپا7025,ITM,1454,4,484200000.00,1003260000.00,17055,1.19,333,3.42,340,5.59,30,289,346,10,1000,400,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7025
ضستا6051,ITM,314502,1020,115776763000.00,875490818000.00,1582435,-5.86,368,-8.46,362,-9.95,11,362,364,2000,1000,2600,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,218960,1,0,0,-50,1,-50,1,-8.92,2701359,1762788937000.00,632239000.00,1284,606141,OTM,طستا6051
ضهرم7054,ITM,0,0,0.00,0.00,1069,0,32019,0,32000,-0.06,10,30450,31600,1,1000,28000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,239,300,111,161,0,100,0,100,0,1042,0.00,0.00,0,0,OTM,طهرم7054
ضهرم8028,ITM,0,0,0.00,0.00,1104,0,18111,0,17999,-0.62,3,13106,18900,2,1000,46000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,100,3490,1400,960,-41.94,2000,0,3445,0,7,0.00,0.00,0,0,OTM,طهرم8028
ضهمن9035,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1000,131,0,0,1000,3000,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن9035
ضملت7040,ITM,28244,102,15438447000.00,39590300000.00,262121,-0.90,547,0,525,-4.02,1000,514,530,2534,1000,1054,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,1900,9,3,1000,-27.27,8,-9.09,10,0.79,12926,468356000.00,2908000.00,3,301,OTM,طملت7040
ضملت7047,OTM,53994,158,5224762000.00,83204940000.00,271921,7.83,97,8.99,98,10.11,1836,98,102,1000,1000,1754,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,0,0,29,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملت7047
ضجار8033,OTM,0,0,0.00,0.00,0,0,1,0,1,0,500,360,360,500,1000,1091,72,وتجارت,1012,2.95,1012,2.95,20260831,20261111,0,0,11,111,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجار8033
ضخود9060,OTM,5500,19,324220000.00,3921500000.00,5601,5445.54,59,-26.25,50,-37.50,100,40,50,1000,1000,1200,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9060
ضجوا6011,ITM,180,4,421697000.00,5307660000.00,783,11.38,2343,-11.35,2324,-12.07,184,2324,2371,250,1000,28000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260809,20260916,0,0,4,444,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6011
ضمخا7094,ITM,17,2,10956000.00,17578000.00,161101,0.00,644,-2.13,645,-1.98,500,333,644,20,1000,403,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7094
ضمخا7106,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,1253,44,اخابر,1033,-1.15,1014,-2.97,20260831,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا7106
ضشنا6040,ITM,0,0,0.00,0.00,1365,0,7141,0,7996,11.97,100,4701,8008,113,1000,5760,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا6040
ضسپا6046,OTM,432180,945,24324947000.00,300053256000.00,1748784,12.00,56,12.00,57,14.00,2904,54,56,1000,1000,700,16,خساپا,696,1.90,695,1.76,20260620,20260916,1037,41,38,189,28.12,41,15.62,37,380.30,5096,3483480000.00,217433000.00,22,5933,ITM,طسپا6046
ضملت7041,ITM,7838,38,3582842000.00,8979676000.00,201523,1.22,457,-2.35,450,-3.85,200,417,452,99,1000,1154,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,1000,14,10,275,-14.29,12,0,14,6.56,24788,3928900000.00,36300000.00,6,2525,OTM,طملت7041
ضملت8080,OTM,14328,60,1205305000.00,22280040000.00,106894,3.23,84,13.51,77,4.05,5,79,81,550,1000,2000,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,0,0,3,500,0,452,0,452,0,1000,0.00,0.00,0,0,ITM,طملت8080
ضجار6038,ITM,2220,11,1515750000.00,1538240000.00,5916,34.58,683,3.48,659,-0.15,8,612,658,830,1000,371,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,0,0,0,0,0,15,0,15,0,550,0.00,0.00,0,0,OTM,طجار6038
ضجوا8005,ITM,0,0,0.00,0.00,0,0,1,0,1,0,20,100,0,0,1000,26000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8005
ضشنا6043,ITM,1320,48,7253512000.00,17001600000.00,14399,-6.48,5495,2.44,5477,2.11,90,5300,5548,100,1000,7260,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,1016,50,1,100,5400,55,1600,17,-66.67,16,412160000.00,560000.00,4,32,OTM,طشنا6043
ضسپا8087,ITM,700,1,168000000.00,487200000.00,3656,0,240,46.34,240,46.34,20,91,240,300,1000,650,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,7,177,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8087
ضذوب8027,ITM,1845,22,418840000.00,1060875000.00,61260,0.96,227,0.44,239,5.75,179,226,240,200,1000,450,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,3,333,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8027
ضهرم7057,ITM,3452,329,73664594000.00,198312264000.00,34061,-2.82,21340,-3.24,21201,-3.87,100,21049,21550,200,1000,38000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,261,490,456,300,-0.81,490,0.40,496,2.21,82127,355073407000.00,3524525000.00,239,7109,OTM,طهرم7057
ضهرم7062,OTM,289620,4235,1327157149000.00,16633993302000.00,379746,18.26,4582,-3.39,4590,-3.23,50,4571,4609,21,1000,62000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,18,7389,7370,17,5.32,7370,4.90,7341,16.25,48504,1693093860000.00,217343196000.00,1256,29605,ITM,طهرم7062
ضهرم8033,OTM,387,37,1188221000.00,22484700000.00,1844,14.39,3070,-7.11,2970,-10.14,1,2966,3050,35,1000,74000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,10,19000,12150,5,0,11001,0,11001,0,32,0.00,0.00,0,0,ITM,طهرم8033
ضهمن9029,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,1900,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9029
ضملت8073,ITM,61598,164,23800081000.00,85677390000.00,94400,78.38,386,-9.81,373,-12.85,124,372,373,149,1000,1300,72,وبملت,1555,1.50,1542,0.65,20260815,20261111,300,197,10,1200,0,100,0,100,0,424,0.00,0.00,0,0,OTM,طملت8073
ضصاد9041,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,316,599,100,1000,750,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,3,333,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9041
