<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضجار6045,ITM,25860,75,8809284000.00,23995532000.00,1759718,0.15,341,-2.85,325,-7.41,349,325,330,923,1000,691,9,وتجارت,1012,2.95,1012,2.95,20260609,20260909,2000,1,0,0,200,9,0,3,0,13670,0.00,0.00,0,0,OTM,طجار6045
ضمخا7100,ITM,1577,17,550349000.00,1329724000.00,448238,-0.08,349,-3.32,333,-7.76,151,321,333,259,1000,703,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7100
ضملي7066,ITM,94,9,1103209425.00,2725685100.00,7249,-0.51,8560,1.94,8699,3.60,50,8600,8990,38,1371,12797,30,فملي,21150,2.97,21150,2.97,20260610,20260930,0,0,5,1000,22.22,11,0,9,0,2639,0.00,0.00,0,0,OTM,طملي7066
ضراز8003,ITM,0,0,0.00,0.00,49,0,12300,0,12300,0,222,11,0,0,1000,14000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8003
ضهمن7034,ITM,0,0,0.00,0.00,1296,0,650,0,650,0,20,163,650,1000,1000,2600,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن7034
ضهمن7035,OTM,0,0,0.00,0.00,150,0,500,0,500,0,1000,151,510,1000,1000,2800,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن7035
ضملت6017,ITM,2460,21,1669409000.00,3018640000.00,79145,-1.56,679,-2.86,687,-1.72,480,687,698,500,1000,854,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,4000,1,0,0,-75,1,-75,1,0,22281,622000000.00,400000.00,1,400,OTM,طملت6017
ضصاد9047,OTM,12,10,1863000.00,12540000.00,118,6.31,155,18.32,133,1.53,1,133,189,153,1000,1300,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طصاد9047
ضخود7127,ITM,135,5,50544000.00,96255000.00,2968,1.54,374,-0.80,376,-0.27,113,360,380,30,1000,360,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,1799,3,1,16005,50,3,50,3,0.81,24887,143313000.00,603000.00,2,201,OTM,طخود7127
ضملي9039,ITM,0,0,0.00,0.00,1981,0,6195,0,7606,22.78,33,6009,7500,12,1000,16000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,5,2990,210,1,0,4890,0,4890,0,1,0.00,0.00,0,0,OTM,طملي9039
ضشنا8065,OTM,54,4,64054000.00,695520000.00,472,0.21,1186,22.02,1187,22.12,13,1000,1187,106,1000,15260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,100,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طشنا8065
ضستا7051,ITM,2241,13,3406389000.00,6259900000.00,3598,49.79,1520,2.43,1540,3.77,10,1482,1539,15,1000,1500,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,100,29,1,200,0,2,0,2,0,1000,0.00,0.00,0,0,OTM,طستا7051
ضستا8060,OTM,0,0,0.00,0.00,875,0,230,0,260,13.04,10,101,250,2,1000,3500,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,0,0,111,22,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا8060
ضهرم6045,ITM,3749,144,61016096000.00,203372377000.00,200989,-1.71,16275,-5.98,16110,-6.93,572,16110,16148,10,1000,42000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,50,99,81,973,-50,85,-48.82,87,-3.31,393693,918459646000.00,1382062000.00,101,15807,OTM,طهرم6045
ضهمن7036,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,250,1000,1000,3000,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن7036
ضهمن7037,OTM,0,0,0.00,0.00,184,0,150,0,150,0,1000,3,160,1000,1000,3250,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,2,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن7037
ضملت7043,ITM,52497,234,15315486000.00,81356045000.00,412038,3.36,292,2.10,293,2.45,4258,292,296,210,1000,1354,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,160,48,42,1500,4.35,48,-2.17,45,-0.09,11206,4433305000.00,128938000.00,9,2851,OTM,طملت7043
ضصاد9037,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,516,780,1000,1000,550,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9037
ضصاد9039,ITM,0,0,0.00,0.00,273,0,385,0,385,0,5,375,699,100,1000,650,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9039
ضجار8031,ITM,2708,25,869969000.00,2740496000.00,174294,-0.01,321,1.90,233,-26.03,200,244,334,2,1000,891,72,وتجارت,1012,2.95,1012,2.95,20260712,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجار8031
ضملي9037,ITM,1,1,10000000.00,21150000.00,2283,0.04,10000,11.11,10000,11.11,5,7105,10000,1,1000,14000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,10,1650,19,99,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طملي9037
ضتاص7000,ITM,0,0,0.00,0.00,2403,0,15582,0,15000,-3.74,0,0,0,0,1000,7500,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7000
ضسپا7022,ITM,0,0,0.00,0.00,1243,0,375,0,375,0,100,100,0,0,1000,340,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7022
ضسپا8081,ITM,0,0,0.00,0.00,2686,0,329,0,325,-1.22,108,306,480,10,1000,380,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8081
ضراز8010,OTM,1883,11,3785700000.00,38995622000.00,4383,56.54,2010,-19.60,2095,-16.20,54,1839,0,0,1000,26000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,1000,3030,15,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز8010
ضذوب8028,ITM,7722,64,1592225000.00,4382650000.00,32914,13.56,206,3.52,198,-0.50,100,197,209,604,1000,500,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,4,244,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8028
ضذوب6018,ITM,791349,1722,93457193000.00,442640750000.00,3577291,4.47,118,1.72,113,-2.59,390,112,113,1061,1000,500,9,ذوب,575,2.86,575,2.86,20260613,20260909,20361,2,1,156483,-50,1,0,2,10.62,505342,50751225000.00,158157000.00,229,89972,OTM,طذوب6018
ضذوب7040,ITM,331441,835,64102208000.00,186248250000.00,917651,17.71,193,-1.53,187,-4.59,250,187,189,2936,1000,450,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,1,1320,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7040
ضذوب8030,OTM,15820,67,2458141000.00,9096500000.00,19131,343.36,155,-5.49,163,-0.61,110,157,162,1000,1000,600,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,8,188,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8030
ضملت6018,ITM,13491,55,7959928000.00,20991996000.00,208562,0.25,590,-1.67,587,-2.17,100,586,594,750,1000,954,9,وبملت,1555,1.50,1542,0.65,20260613,20260909,30966,1,0,0,0,1,0,1,0,286947,20280904000.00,13034000.00,14,13034,OTM,طملت6018
ضصاد7043,ITM,12725,73,4362579000.00,13110570000.00,411983,-0.10,343,-4.19,326,-8.94,502,326,333,500,1000,750,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7043
ضخود9053,ITM,132,2,33528000.00,94116000.00,1132,13.20,254,0.79,254,0.79,500,117,254,868,1000,650,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9053
ضجوا8006,ITM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,28000,79,جوانه كوچك,29475,-0.99,29367,-1.36,20260818,20261118,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا8006
ضجوا6013,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,34000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260826,20260916,0,0,29,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طجوا6013
ضمخا7101,ITM,353,4,111250000.00,52200000.00,471883,0.02,315,-1.25,257,-19.44,1100,260,299,342,1000,753,44,اخابر,1033,-1.15,1014,-2.97,20260613,20261014,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طمخا7101
ضشنا8062,ITM,506,29,1325270000.00,6517280000.00,5736,5.60,2619,3.97,2400,-4.72,268,2301,2799,20,1000,12260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,44,44,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طشنا8062
ضستا6040,ITM,549,10,960978000.00,1623393000.00,15272,-1.86,1750,-2.89,1734,-3.77,104,1734,1780,70,1000,1200,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,15628,1,0,0,0,1,0,1,0,186363,0.00,0.00,0,0,OTM,طستا6040
ضستا6044,ITM,7635,20,10513310000.00,22553790000.00,28923,-15.38,1377,-0.65,1380,-0.43,23,1334,1380,2,1000,1600,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,1815,1,0,0,0,1,0,1,0,4322,0.00,0.00,0,0,OTM,طستا6044
ضستا7061,OTM,204419,861,47662831000.00,598150831000.00,814857,7.01,233,-6.80,223,-10.80,693,223,226,157,1000,3000,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,455,288,186,500,53.85,300,1.54,198,246.14,7172,18229905000.00,1220940000.00,13,6165,ITM,طستا7061
ضستا8056,ITM,20,1,13500000.00,59140000.00,4571,0,675,-3.16,675,-3.16,199,500,675,80,1000,2600,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,0,0,21,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8056
ضشنا6036,ITM,2014,41,18260390000.00,25940320000.00,14556,12.69,9067,1.07,9000,0.32,3,8850,9290,20,1000,3760,9,شپنا,12880,2.55,12920,2.87,20260610,20260909,918,5,4,100,-28.57,5,-28.57,5,0.16,49959,1648640000.00,668000.00,4,128,OTM,طشنا6036
ضشنا6050,OTM,78258,228,7876300000.00,1007679680000.00,448339,-3.00,101,3.06,92,-6.12,100,93,95,600,1000,14260,9,شپنا,12880,2.55,12920,2.87,20260712,20260909,39,2500,1296,10,-50.19,1295,-50.19,1295,523.68,237,2572000000.00,259000000.00,6,200,ITM,طشنا6050
ضتاص7002,ITM,0,0,0.00,0.00,260,0,11399,0,12500,9.66,0,0,0,0,1000,9000,30,تاصيكو,22180,0,22180,0,20260610,20260930,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طتاص7002
ضتاص9022,OTM,0,0,0.00,0.00,132,0,8170,0,8170,0,0,0,0,0,1000,24000,86,تاصيكو,22180,0,22180,0,20260801,20261125,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طتاص9022
ضسپا7032,OTM,600,2,45700000.00,417000000.00,14398,0,76,2.70,76,2.70,200,73,96,641,1000,750,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,30,2200,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا7032
ضراز8004,ITM,0,0,0.00,0.00,153,0,9869,0,9869,0,222,11,0,0,1000,15000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,3,0,3,0,5,0.00,0.00,0,0,OTM,طراز8004
ضذوب7043,OTM,86586,273,9547943000.00,47499600000.00,233329,35.31,110,3.77,106,0,619,106,107,250,1000,600,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,15,3740,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب7043
ضستا8057,ITM,1,1,540000.00,2957000.00,8390,0,540,-1.46,540,-1.46,20,435,538,100,1000,2800,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,0,0,6,1000,0,499,0,499,0,200,0.00,0.00,0,0,OTM,طستا8057
ضذوب6017,ITM,584272,1289,94229378000.00,329631400000.00,5719878,-0.07,161,0.62,156,-2.50,4015,156,158,3617,1000,450,9,ذوب,575,2.86,575,2.86,20260613,20260909,2502,1,0,0,0,1,0,1,0.25,200871,2877300000.00,5503000.00,14,5502,OTM,طذوب6017
ضهرم6049,OTM,12385,210,24583425000.00,711413280000.00,389791,-3.04,1985,-12.75,1880,-17.36,105,1880,1950,238,1000,62000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,30,5785,5400,43,16.73,5400,8.71,5029,-4.13,24145,60389797000.00,5411155000.00,39,1076,ITM,طهرم6049
ضهرم6051,OTM,11083,87,2963013000.00,636381150000.00,344552,-3.08,267,-24.15,221,-37.22,112,221,271,469,1000,74000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,40,16000,11000,37,2.53,15000,0,14630,0,842,0.00,0.00,0,0,ITM,طهرم6051
ضهرم7059,ITM,27659,1467,407045569000.00,1594518948000.00,121911,0.75,14717,-4.06,14555,-5.12,40,14555,14730,1,1000,46000,51,اهرم,58122,-1.30,57989,-1.53,20260725,20261021,49,1470,1440,50,2.73,1465,0.14,1428,2.11,72199,852882228000.00,21162418000.00,742,14823,OTM,طهرم7059
ضصاد7037,ITM,0,0,0.00,0.00,5837,0,593,0,651,9.78,10,500,800,1,1000,450,44,وبصادر,1045,2.85,1046,2.95,20260613,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد7037
ضصاد9036,ITM,0,0,0.00,0.00,9242,0,745,0,745,0,1,500,815,1000,1000,500,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9036
ضخود9052,ITM,10,1,1800000.00,7130000.00,200,5.26,180,-38.57,180,-38.57,700,181,330,1000,1000,600,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طخود9052
ضمخا9023,OTM,0,0,0.00,0.00,0,0,1,0,1,0,103,1,0,0,1000,1200,100,اخابر,1033,-1.15,1014,-2.97,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طمخا9023
ضملي9042,OTM,20,1,67000000.00,423000000.00,3216,0.63,3350,13.56,3350,13.56,14,2610,3449,10,1000,22000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملي9042
ضسپا6043,ITM,235075,579,36928646000.00,162220200000.00,3071070,0.74,157,5.37,152,2.01,30,153,155,2373,1000,550,16,خساپا,696,1.90,695,1.76,20260620,20260916,4000,3,2,21,-33.33,2,-66.67,1,16.41,93591,12118020000.00,20515000.00,45,18415,OTM,طسپا6043
ضستا8059,OTM,4249,14,1067648000.00,11233643000.00,4694,14.66,251,-2.71,252,-2.33,800,252,324,20,1000,3250,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,0,0,44,44,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا8059
ضذوب8024,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,225,0,0,1000,360,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8024
ضستا8052,ITM,0,0,0.00,0.00,257,0,1250,0,1250,0,10,1145,1449,50,1000,1900,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,300,99,5,2,0,145,0,145,0,2,0.00,0.00,0,0,OTM,طستا8052
ضراز8001,ITM,0,0,0.00,0.00,28,0,12612,0,12612,0,20,500,0,0,1000,12000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8001
ضراز1006,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,26000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1006
ضذوب8022,ITM,0,0,0.00,0.00,1,0,300,0,300,0,70,279,0,0,1000,320,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8022
ضذوب8025,ITM,0,0,0.00,0.00,448,0,200,0,200,0,358,211,0,0,1000,380,72,ذوب,575,2.86,575,2.86,20260815,20261111,0,0,2,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8025
ضهرم6048,ITM,8777,185,38985575000.00,485501419000.00,228678,-3.56,4442,-13.09,4215,-17.53,20,4215,4590,10,1000,56000,16,اهرم,58122,-1.30,57989,-1.53,20260620,20260916,21,1840,1720,300,-1.60,1720,-2.40,1706,-5.59,184065,633529800000.00,19111501000.00,164,11202,OTM,طهرم6048
ضهمن7028,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,1700,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن7028
ضهمن9030,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,2000,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9030
ضملي9043,OTM,431,41,971235000.00,7444800000.00,9235,0.88,2253,4.64,2200,2.18,5,2201,2250,60,1000,24000,86,فملي,21150,2.97,21150,2.97,20260808,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طملي9043
ضشنا8057,ITM,0,0,0.00,0.00,2495,0,7299,0,7299,0,10,4610,7297,5,1000,7260,72,شپنا,12880,2.55,12920,2.87,20260712,20261111,0,0,1,114,0,105,0,105,0,14,0.00,0.00,0,0,OTM,طشنا8057
ضسپا6047,OTM,400669,762,15030287000.00,274649256000.00,961441,28.04,38,26.67,36,20.0,9174,35,37,4118,1000,750,16,خساپا,696,1.90,695,1.76,20260620,20260916,0,0,25,3860,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا6047
ضستا6045,ITM,4845,12,6115698000.00,14326665000.00,52510,-3.69,1262,-3.52,1280,-2.14,167,1235,1283,100,1000,1700,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,4000,1,0,0,0,1,0,1,0,38824,0.00,0.00,0,0,OTM,طستا6045
ضراز8009,ITM,1026,11,3479965000.00,23620650000.00,4476,26.62,3392,-10.00,3590,-4.75,100,3150,3590,216,1000,24000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,1000,1810,22,99,6.12,1820,0,1715,0,1002,0.00,0.00,0,0,OTM,طراز8009
ضذوب6019,ITM,867396,1979,67447509000.00,497534850000.00,3466949,6.64,78,-1.27,72,-8.86,2000,71,72,1882,1000,550,9,ذوب,575,2.86,575,2.86,20260613,20260909,3163,7,6,16798,-30,7,-30,7,17.35,287379,72405150000.00,966355000.00,263,132758,OTM,طذوب6019
ضراز1007,OTM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,28000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1007
ضستا6042,ITM,2042,7,3144682000.00,6032068000.00,16126,-11.20,1540,-3.87,1540,-3.87,1017,1540,1585,100,1000,1400,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,1003,1,0,0,0,1,0,1,0,26147,0.00,0.00,0,0,OTM,طستا6042
ضذوب6021,OTM,2582253,5306,38435557000.00,1467059600000.00,8894992,5.69,15,7.14,14,0,10368,13,14,90736,1000,650,9,ذوب,575,2.86,575,2.86,20260613,20260909,50,63,39,1000,-8.16,45,-4.08,47,0.02,4684,1150000.00,95000.00,2,2,ITM,طذوب6021
ضراز1003,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,20000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1003
ضسپا6050,OTM,10542,21,22088000.00,7326690000.00,175781,5.10,2,0,2,0,10003,1,2,3000,1000,1000,16,خساپا,696,1.90,695,1.76,20260620,20260916,0,0,44,44,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طسپا6050
ضسپا7023,ITM,0,0,0.00,0.00,609,0,320,0,320,0,100,100,0,0,1000,360,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7023
ضسپا8086,ITM,0,0,0.00,0.00,88,0,200,0,200,0,20,131,400,30,1000,600,79,خساپا,696,1.90,695,1.76,20260822,20261118,0,0,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا8086
ضستا8051,ITM,0,0,0.00,0.00,1631,0,1220,0,1220,0,79,1258,1400,50,1000,1800,65,شستا,2956,-2.05,2946,-2.39,20260808,20261104,200,69,3,333,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8051
ضراز8000,ITM,0,0,0.00,0.00,171,0,13515,0,13356,-1.18,20,500,0,0,1000,11000,58,هم تراز,25121,-1.02,25645,1.05,20260627,20261028,1,1000,1,100,0,5,0,5,0,1,0.00,0.00,0,0,OTM,طراز8000
ضراز1001,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,1,0,0,1000,16000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1001
ضراز1010,OTM,0,0,0.00,0.00,0,0,1,0,1,0,111,11,0,0,1000,38000,121,هم تراز,25121,-1.02,25645,1.05,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1010
ضسپا6042,ITM,159348,427,31621508000.00,110904120000.00,2618748,-1.15,198,2.06,193,-0.52,997,193,198,5,1000,500,16,خساپا,696,1.90,695,1.76,20260620,20260916,0,0,0,0,0,4,0,4,0,1299,0.00,0.00,0,0,OTM,طسپا6042
ضسپا7027,ITM,20001,55,4330166000.00,13920696000.00,156517,0.11,216,0.93,221,3.27,60,212,221,1854,1000,500,51,خساپا,696,1.90,695,1.76,20260718,20261021,0,0,3,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طسپا7027
ضستا6052,ITM,2934994,7301,523179615000.00,8485383544000.00,4448054,-3.01,178,-15.64,172,-18.48,101,171,172,253,1000,2800,2,شستا,2956,-2.05,2946,-2.39,20260609,20260902,151524,7,6,1822,-40,6,-30,7,-5.08,6585145,10615428924000.00,24834021000.00,7645,3632563,OTM,طستا6052
ضستا7056,ITM,112,4,116116000.00,331184000.00,6854,0,1037,-1.80,1010,-4.36,10,1010,1050,25,1000,2000,37,شستا,2956,-2.05,2946,-2.39,20260701,20261007,7000,80,2,100,0,12,0,12,0,305,0.00,0.00,0,0,OTM,طستا7056
ضذوب6011,ITM,5651,44,1764799000.00,3249325000.00,98201,-1.03,312,0,310,-0.64,250,300,310,594,1000,300,9,ذوب,575,2.86,575,2.86,20260613,20260909,1002,1,0,0,0,1,0,1,42.55,10050,1265000000.00,3000000.00,15,3000,OTM,طذوب6011
ضذوب7036,ITM,15,1,4200000.00,8625000.00,301,0,280,3.70,280,3.70,107,285,0,0,1000,340,44,ذوب,575,2.86,575,2.86,20260712,20261014,0,0,1,1000,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7036
ضهرم8025,ITM,0,0,0.00,0.00,235,0,27738,0,28000,0.94,3,24000,29999,5,1000,34000,79,اهرم,58122,-1.30,57989,-1.53,20260822,20261118,5,1990,500,172,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهرم8025
ضهمن7039,OTM,0,0,0.00,0.00,18016,0,52,0,54,3.85,1100,35,52,1050,1000,3750,51,خبهمن,2722,-2.82,2717,-3.00,20260818,20261021,0,0,2,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طهمن7039
ضهمن9028,ITM,0,0,0.00,0.00,0,0,1,0,1,0,100,100,0,0,1000,1800,107,خبهمن,2722,-2.82,2717,-3.00,20260822,20261216,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طهمن9028
ضملت7036,ITM,792,12,700159000.00,1232352000.00,43902,0,884,1.38,888,1.83,500,850,900,19,1000,704,44,وبملت,1555,1.50,1542,0.65,20260718,20261014,2797,5,3,29,0,4,25,5,21.72,23546,6963100000.00,20831000.00,13,4475,OTM,طملت7036
ضصاد9044,ITM,0,0,0.00,0.00,520,0,298,0,298,0,1000,121,350,50,1000,1000,100,وبصادر,1045,2.85,1046,2.95,20260815,20261209,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طصاد9044
ضخود7136,OTM,1556939,3962,91386819000.00,1084925142000.00,5942566,13.52,59,-3.28,59,-3.28,21180,59,60,11550,1000,750,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,698,83,82,400,-1.23,80,4.94,85,41.83,164155,142724775000.00,17245919000.00,522,203022,ITM,طخود7136
ضخود7137,OTM,1699481,3927,66997745000.00,1186444834000.00,4478137,16.73,39,-9.30,40,-6.98,2226,40,41,15174,1000,800,30,خودرو,714,-2.19,717,-1.78,20260701,20260930,200,119,115,1075,12.15,120,11.21,119,149.99,33506,21910490000.00,3678642000.00,143,30930,ITM,طخود7137
ضخود9059,OTM,0,0,0.00,0.00,0,0,1,0,1,0,99,25,119,100,1000,1100,86,خودرو,714,-2.19,717,-1.78,20260829,20261125,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طخود9059
ضجوا6009,ITM,207,3,1252836000.00,6110847000.00,2547,5.77,6052,-5.44,6004,-6.19,178,5807,6044,198,1000,24000,16,جوانه كوچك,29475,-0.99,29367,-1.36,20260607,20260916,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طجوا6009
