<نماد>,<وضعیت در سود بودن نماد>,<حجم>,<تعداد>,<ارزش>,<ارزش مفهومی>,<موقعیت های باز>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<حجم خرید>,<قیمت خرید>,<قیمت فروش>,<حجم فروش>,<اندازه قرارداد>,<قیمت اعمال>,<روز باقی مانده تا سررسید>,<نماد پایه>,<پایانی دارایی پایه>,<درصد تغییر>,<آخرین معامله دارایی پایه>,<درصد تغییر>,<تاریخ شروع>,<تاریخ پایان>,<حجم فروش>,<قیمت فروش>,<قیمت خرید>,<حجم خرید>,<درصد تغییر>,<قیمت آخرین معامله>>,<درصد تغییر>,<قیمت پایانی>,<درصد تغییر>,<موقعیت های باز>,<ارزش مفهومی>,<ارزش>,<تعداد>,<حجم>,<وضعیت در سود بودن نماد>,<نماد>
ضستا8049,ITM,207,10,315904000.00,624312000.00,6573,0.63,1526,4.09,1538,4.91,6,1541,1600,12,1000,1600,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8049
ضستا8050,ITM,232,4,329054000.00,699016000.00,767,-8.80,1418,1.36,1445,3.29,8,1435,1598,11,1000,1700,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8050
ضستا8051,ITM,200,1,244000000.00,602000000.00,1631,0,1220,-12.79,1220,-12.79,20,1300,0,0,1000,1800,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,11,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8051
ضستا8052,ITM,0,0,0.00,0.00,257,0,1250,0,1250,0,100,1,0,0,1000,1900,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,1,100,0,145,0,145,0,2,0.00,0.00,0,0,OTM,طستا8052
ضستا8053,ITM,0,0,0.00,0.00,1530,0,1147,0,1199,4.53,4,444,1299,26,1000,2000,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,11,25,0,185,0,185,0,1,0.00,0.00,0,0,OTM,طستا8053
ضستا8054,ITM,211,4,222580000.00,634899000.00,1956,12.09,1055,3.84,1059,4.23,100,520,1058,100,1000,2200,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,11,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8054
ضستا8055,ITM,50,1,42450000.00,147250000.00,1179,4.43,849,0.95,849,0.95,7,720,869,1,1000,2400,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,6,266,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8055
ضستا8056,ITM,439,6,306053000.00,1324024000.00,4571,10.60,697,9.42,689,8.16,100,601,689,40,1000,2600,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,22,6,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طستا8056
ضستا8057,ITM,527,5,289023000.00,1590486000.00,8390,0.60,548,7.66,548,7.66,110,503,548,317,1000,2800,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,21,124,0,499,0,499,0,200,0.00,0.00,0,0,OTM,طستا8057
ضستا8058,ITM,309,11,136386000.00,868896000.00,9449,0.53,441,11.65,449,13.67,139,426,494,7,1000,3000,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,15,199,0,799,0,799,0,59,0.00,0.00,0,0,OTM,طستا8058
ضستا8059,OTM,628,5,162288000.00,1894048000.00,4094,0,258,7.05,251,4.15,128,220,375,150,1000,3250,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,15,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا8059
ضستا8060,OTM,72,7,16542000.00,217008000.00,875,3.55,230,-8.00,260,4.00,50,226,259,300,1000,3500,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,150,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا8060
ضستا8061,OTM,221,2,30940000.00,666094000.00,6354,3.25,140,-0.71,140,-0.71,300,104,139,300,1000,3750,67,شستا,3018,2.44,3031,2.89,20260808,20261104,0,0,151,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طستا8061
ضستا6053,ITM,7223474,16264,566854286000.00,21782276172000.00,4186380,14.49,78,23.81,82,30.16,4000,82,82,6000,1000,3000,4,شستا,3018,2.44,3031,2.89,20260815,20260902,1902,56,55,29919,-45.54,55,-35.64,65,68.53,2388941,11888828526000.00,254750897000.00,9388,3940307,OTM,طستا6053
ضستا6054,OTM,10834545,21736,51466405000.00,32696689074000.00,7074849,80.78,5,-28.57,4,-42.86,87599,4,5,81014,1000,3250,4,شستا,3018,2.44,3031,2.89,20260815,20260902,20,235,222,5,-21.31,229,-18.90,236,87.69,73849,241762926000.00,18887774000.00,438,80107,ITM,طستا6054
ضراز8000,ITM,0,0,0.00,0.00,171,0,13515,0,13356,-1.18,100,1,0,0,1000,11000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,1,50,3,333,400,5,400,5,0,1,25388000.00,5000.00,1,1,OTM,طراز8000
ضراز8001,ITM,0,0,0.00,0.00,28,0,12612,0,12612,0,100,1,0,0,1000,12000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8001
ضراز8002,ITM,0,0,0.00,0.00,27,0,11681,0,11681,0,100,1,0,0,1000,13000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8002
ضراز8003,ITM,1,1,12300000.00,25378000.00,49,0,12300,14.42,12300,14.42,222,11,0,0,1000,14000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8003
ضراز8004,ITM,0,0,0.00,0.00,153,0,9869,0,9869,0,222,11,0,0,1000,15000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,3,0,3,0,5,0.00,0.00,0,0,OTM,طراز8004
ضراز8005,ITM,0,0,0.00,0.00,779,0,9139,0,9139,0,100,1,0,0,1000,16000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8005
ضراز8006,ITM,0,0,0.00,0.00,1009,0,7200,0,7200,0,222,11,0,0,1000,18000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8006
ضراز8007,ITM,169,6,1151433000.00,4290572000.00,15790,0,6813,2.84,7707,16.33,1,4020,7707,379,1000,20000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8007
ضراز8008,ITM,6,2,29955000.00,152268000.00,2064,0.05,4992,1.05,5255,6.38,18,4940,5255,299,1000,22000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,1000,1025,25,99,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز8008
ضراز8009,ITM,1844,10,6949820000.00,46802564000.00,3535,97.38,3769,12.84,3780,13.17,300,3500,5000,8,1000,24000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,1000,1690,22,99,6.12,1820,0,1715,0,1002,0.00,0.00,0,0,OTM,طراز8009
ضراز8010,OTM,900,10,2250000000.00,22840200000.00,2800,47.37,2500,13.90,2500,13.90,500,2200,5935,1000,1000,26000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,19,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز8010
ضراز8011,OTM,0,0,0.00,0.00,0,0,1,0,1,0,49,220,5000,100,1000,28000,60,هم تراز,25379,2.35,25438,2.58,20260627,20261028,0,0,15,129,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز8011
ضراز1000,ITM,37,7,467299000.00,939208000.00,36,0,12630,1262900,12656,1265500,1,12501,0,0,1000,15000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1000
ضراز1001,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1,9100,0,0,1000,16000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1001
ضراز1002,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1,8200,0,0,1000,18000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1002
ضراز1003,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1,7300,0,0,1000,20000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1003
ضراز1004,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1,6400,0,0,1000,22000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1004
ضراز1005,ITM,0,0,0.00,0.00,0,0,1,0,1,0,1,5500,0,0,1000,24000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طراز1005
ضراز1006,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1,3900,0,0,1000,26000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1006
ضراز1007,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1,2200,0,0,1000,28000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1007
ضراز1008,OTM,0,0,0.00,0.00,0,0,1,0,1,0,1100,1,0,0,1000,30000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1008
ضراز1009,OTM,0,0,0.00,0.00,0,0,1,0,1,0,5,2,0,0,1000,34000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1009
ضراز1010,OTM,0,0,0.00,0.00,0,0,1,0,1,0,5,2,0,0,1000,38000,123,هم تراز,25379,2.35,25438,2.58,20260829,20261230,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طراز1010
ضذوب6009,ITM,1505,13,626095000.00,841295000.00,6905,27.75,416,30.0,450,40.62,10,232,0,0,1000,260,11,ذوب,559,2.95,559,2.95,20260613,20260909,89,2,0,0,0,1,0,1,-49.77,1110,614900000.00,1100000.00,2,1100,OTM,طذوب6009
ضذوب6010,ITM,606,6,199876000.00,338754000.00,6203,-5.31,330,5.43,331,5.75,50,54,0,0,1000,280,11,ذوب,559,2.95,559,2.95,20260613,20260909,0,0,0,0,0,1,0,1,0,500,279500000.00,500000.00,2,500,OTM,طذوب6010
ضذوب6011,ITM,9525,45,2970585000.00,5223296000.00,99226,-0.83,312,6.85,307,5.14,5,300,307,519,1000,300,11,ذوب,559,2.95,559,2.95,20260613,20260909,46,2,0,0,0,1,0,1,0,7050,0.00,0.00,0,0,OTM,طذوب6011
ضذوب6012,ITM,0,0,0.00,0.00,0,0,1,0,1,0,5,168,0,0,1000,320,11,ذوب,559,2.95,559,2.95,20260613,20260909,100,2,0,0,0,1,0,1,500,600,279500000.00,500000.00,1,500,OTM,طذوب6012
ضذوب6013,ITM,0,0,0.00,0.00,2145,0,240,0,250,4.17,1000,251,510,20,1000,340,11,ذوب,559,2.95,559,2.95,20260613,20260909,100,2,0,0,0,1,0,1,0,100,0.00,0.00,0,0,OTM,طذوب6013
ضذوب6014,ITM,23571,69,5854287000.00,13176189000.00,164760,-0.44,248,8.30,255,11.35,555,246,256,73,1000,360,11,ذوب,559,2.95,559,2.95,20260613,20260909,100,2,0,0,0,1,0,1,0,100,0.00,0.00,0,0,OTM,طذوب6014
ضذوب6015,ITM,13318,53,3048189000.00,7444762000.00,248353,0.46,229,10.10,230,10.58,63,230,236,830,1000,380,11,ذوب,559,2.95,559,2.95,20260613,20260909,100,2,0,0,0,1,0,1,500,600,279500000.00,500000.00,1,500,OTM,طذوب6015
ضذوب6016,ITM,970751,2226,202372279000.00,540547969000.00,5123290,3.08,208,10.05,214,13.23,8619,213,217,1000,1000,400,11,ذوب,559,2.95,559,2.95,20260613,20260909,500,1,0,0,0,1,0,1,0,78989,0.00,0.00,0,0,OTM,طذوب6016
ضذوب6017,ITM,871600,1958,139077477000.00,486726890000.00,5723779,0.19,160,8.84,167,13.61,3110,167,170,1000,1000,450,11,ذوب,559,2.95,559,2.95,20260613,20260909,7937,1,0,0,-50,1,-50,1,5.73,200372,23119681000.00,43419000.00,91,41422,OTM,طذوب6017
ضذوب6018,ITM,1570493,3732,182870633000.00,877064851000.00,3424325,6.06,116,9.43,123,16.04,5000,121,126,11000,1000,500,11,ذوب,559,2.95,559,2.95,20260613,20260909,10830,3,2,4000,-25,3,-50,2,120.23,456810,291511792000.00,1135773000.00,1008,521508,OTM,طذوب6018
ضذوب6019,ITM,1722715,4630,135879615000.00,962674583000.00,3251021,28.67,79,16.18,82,20.59,4563,80,81,1000,1000,550,11,ذوب,559,2.95,559,2.95,20260613,20260909,1000,9,7,905,-43.75,9,-37.5,10,19.94,244884,120006679000.00,2215961000.00,543,215465,OTM,طذوب6019
ضذوب6020,OTM,3445584,7186,151723453000.00,1925071902000.00,4660075,16.14,44,29.41,46,35.29,10095,46,48,4989,1000,600,11,ذوب,559,2.95,559,2.95,20260613,20260909,1100,29,23,178,-45.45,24,-38.64,27,326.52,26167,12344956000.00,606481000.00,93,22545,ITM,طذوب6020
ضذوب6021,OTM,4239120,9254,58484114000.00,2369668080000.00,8415898,25.97,14,100,18,157.14,1330,16,18,34035,1000,650,11,ذوب,559,2.95,559,2.95,20260613,20260909,619,69,43,40,-56,44,-51,49,134.15,4683,3730766000.00,326089000.00,29,6674,ITM,طذوب6021
ضذوب7034,ITM,4091,15,1387298000.00,2286869000.00,68603,4.33,339,4.63,345,6.48,11,333,349,100,1000,300,46,ذوب,559,2.95,559,2.95,20260712,20261014,4587,4,1,4000,0,4,0,4,0,8494,0.00,0.00,0,0,OTM,طذوب7034
ضذوب7035,ITM,30,1,9900000.00,16770000.00,70,75.00,330,26.92,330,26.92,100,1,0,0,1000,320,46,ذوب,559,2.95,559,2.95,20260712,20261014,100,10,1,6000,-80,1,0,5,0,1,0.00,0.00,0,0,OTM,طذوب7035
ضذوب7036,ITM,286,1,77220000.00,159874000.00,301,0,270,260.0,270,260.0,500,267,0,0,1000,340,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,1,1000,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7036
ضذوب7037,ITM,0,0,0.00,0.00,0,0,150,0,150,0,1,199,0,0,1000,360,46,ذوب,559,2.95,559,2.95,20260712,20261014,1000,4,2,1000,0,5,0,5,0,5424,0.00,0.00,0,0,OTM,طذوب7037
ضذوب7038,ITM,1515,15,380786000.00,846885000.00,52735,0,251,5.91,284,19.83,2,189,278,20,1000,380,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7038
ضذوب7039,ITM,69231,217,16706863000.00,38700129000.00,531082,3.42,241,8.56,242,9.01,1083,241,245,3540,1000,400,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,0,0,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7039
ضذوب7040,ITM,137617,432,26964752000.00,76927903000.00,779601,0.54,196,7.10,207,13.11,101,203,207,2300,1000,450,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,1,1210,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7040
ضذوب7041,ITM,311766,773,49507266000.00,174277194000.00,603107,36.96,159,8.16,163,10.88,1398,162,167,3000,1000,500,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,3,200,0,38,0,38,0,1,0.00,0.00,0,0,OTM,طذوب7041
ضذوب7042,ITM,80505,219,10613763000.00,44443295000.00,130051,68.71,132,8.20,135,10.66,1001,133,136,841,1000,550,46,ذوب,559,2.95,559,2.95,20260712,20261014,500,30,11,360,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب7042
ضذوب7043,OTM,130463,364,13806868000.00,72928817000.00,172446,203.59,106,15.22,109,18.48,20,107,135,138,1000,600,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,30,340,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب7043
ضذوب7044,OTM,43540,112,3455343000.00,24338860000.00,79070,85.65,79,25.40,86,36.51,1000,80,95,600,1000,650,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,34,1000,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب7044
ضذوب7045,OTM,166684,384,10352209000.00,93176356000.00,301447,45.09,62,31.91,70,48.94,231,68,78,200,1000,700,46,ذوب,559,2.95,559,2.95,20260712,20261014,0,0,1,9102,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب7045
ضذوب8021,ITM,5461,52,1914009000.00,3052699000.00,24254,16.88,350,7.69,355,9.23,4,352,355,190,1000,300,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8021
ضذوب8022,ITM,5,1,1500000.00,2795000.00,1,-83.33,300,0,300,0,2,255,0,0,1000,320,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8022
ضذوب8023,ITM,0,0,0.00,0.00,0,0,1,0,1,0,3,149,0,0,1000,340,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8023
ضذوب8024,ITM,0,0,0.00,0.00,0,0,1,0,1,0,3,129,0,0,1000,360,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8024
ضذوب8025,ITM,0,0,0.00,0.00,448,0,200,0,200,0,151,201,0,0,1000,380,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,1,100,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8025
ضذوب8026,ITM,16763,82,4347740000.00,9370517000.00,97245,-1.63,259,5.71,280,14.29,5,257,280,9,1000,400,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,2,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8026
ضذوب8027,ITM,20864,82,4720131000.00,11662976000.00,60678,44.28,226,9.71,235,14.08,500,233,259,29,1000,450,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,2,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8027
ضذوب8028,ITM,23881,104,4762990000.00,13349479000.00,28983,141.24,199,10.56,195,8.33,46,190,230,232,1000,500,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,3,333,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8028
ضذوب8029,ITM,831,6,134185000.00,464529000.00,1956,0.05,161,-17.44,164,-15.90,120,161,0,0,1000,550,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,6,25,0,1,0,1,0,0,0.00,0.00,0,0,OTM,طذوب8029
ضذوب8030,OTM,2438,21,400054000.00,1362842000.00,4315,129.89,164,-17.17,168,-15.15,100,152,0,0,1000,600,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,11,25,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8030
ضذوب8031,OTM,0,0,0.00,0.00,1105,0,107,0,128,19.63,1000,100,179,15,1000,650,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,29,99,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8031
ضذوب8032,OTM,1136,14,89378000.00,635024000.00,2721,26.26,79,-8.14,100,16.28,1090,81,120,3,1000,700,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,13,6,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8032
ضذوب8033,OTM,29379,65,1994889000.00,16422861000.00,98552,33.23,68,9.68,75,20.97,13242,69,99,700,1000,750,74,ذوب,559,2.95,559,2.95,20260815,20261111,0,0,13,5,0,1,0,1,0,0,0.00,0.00,0,0,ITM,طذوب8033
